knesset,session,speaker,party,role,text,subject,sub_subject
,,צבי האוזר,,"היו""ר",שאנחנו מציינים היום את יום הולדתו.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"בהחלט, בהחלט. כמובן, זה לא מנותק מהאירוע שהיה פה בכנסת – –","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר",י' באייר.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"– – אך זה לא מכבר. ולכן חזרתי אל ""אלטנוילנד"", אל חלומו של פרידריך לבנברג, המסתיים בשורות הבאות – והכול כמובן בחלום: ""ואתה יודע, בן אדם, מי יכול להראות לאנושות את הדרך? אתם. אתם היהודים. דווקא מפני שמצבכם רע כל כך. אין לכם מה להפסיד. אתם יכולים להקים את הארץ הניסיונית למען האנושות – שם, במקום שביקרנו בו, על האדמה העתיקה, תקימו את הארץ החדשה: אלטנוילנד"". אני סבור שהארץ הניסיונית, זו שהיא למען האנושות, חייבת, פשוט חייבת להיות מדינת מופת. מדינה חזקה וצודקת, היודעת להגן על עצמה; מדינה הנלחמת בשחיתות ומקפידה על מוסר בכיריה; מדינה המאדירה את האזרח, והוא משיב לה בתמורה שבע שבעתיים; מדינה שיש לה מנגנון שלטוני יעיל, נאור וזריז; מדינה הדואגת לחמש המ""מים המפורסמות לכל אזרח – מלבוש, מעון, מרפא, מורה ומזון; מדינה המטפחת את הרוב המתון ונלחמת עד חורמה בקנאות חשוכה ובנטיות הרסניות; מדינה המתכננת הרחק קדימה ומכלכלת מעשיה באחריות; מדינה המכירה בשונות אך היודעת ללכד את אזרחיה סביב יעדים וסביב למטרות משותפות; מדינה הנלחמת בהסתה פרועה, בשקרים מקוממים, בהאשמות שווא ובחצאי אמיתות, ולא משנה מה מקורם. כן, יהא חזונו של הרצל עמוד האש למדינת ישראל לנצח-נצחים.לצערי, אדוני היושב-ראש, אך לאחרונה, ממש בשעות האחרונות, אנחנו שומעים הסתות פרועות מצידו של ראש האופוזיציה עצמו, שמאשים בהאשמות שווא ובדברים איומים ונוראיים, ובכך יוצר אווירה ציבורית רעילה, מסוכנת, שאת תוצאותיה כבר חווינו לפני יותר משני עשורים. ולכן הכתובת על הקיר, ועלינו להיזהר ולהישמר ולכלכל את מעשינו ודברינו בזירה הציבורית בשים לב ובאחריות רבה.ולגבי הצעת החוק – חוק הגנת הצרכן, התשמ""א–1981, קובע הוראות הנוגעות לביטול עסקת מכר למתן שירותי תיירות. זה ניתן לעסקאות מרחוק ולעסקאות במגע אישי. יש לזה כללים ברורים. אני לא אחזור על הכללים האלה. אני רק אציין בנוסף שהחוק מאפשר לעוסקים ישראלים המוכרים שירותי תיירות הניתנים במלואם מחוץ לישראל, להציע לצרכן שתי חלופות ביטול: האחת בת החזר כספי והשנייה אינה בת החזר כספי, בדומה למקובל במדינות המפותחות החברות ב-OECD. התיקון המוצע מבקש לאפשר לעוסקים ישראלים המוכרים שירותי תיירות להציע לצרכן את שתי החלופות כאמור. עם זאת, על מנת להבטיח שהצעות לשירותי תיירות בישראל שיינתנו ללא זכות ביטול אכן יהיו במחיר נמוך יותר ממחיר שירותי תיירות עם זכות ביטול, מוצע לקבוע כי במידה שצרכן אשר רכש שירות ללא זכות ביטול נוכח כי העוסק מציע באותו המועד את אותו השירות ולגבי אותם מועדי חופשה עם זכות ביטול במחיר זול ממחיר השירותים ללא זכות ביטול, תחול על העסקה זכות הביטול על פי החוק, על אותו שירות נופש שהוזמן. זה אולי נשמע מורכב, זה פשוט מאוד: חייבת להיות הבדלה ברורה וחד-משמעית בין שירות עם יכולת החזר וללא יכולת החזר. מדברי ההסבר עולה כי מתן אפשרות לעוסקים ישראלים להציע עסקאות נופש בישראל שאינן ניתנות לביטול לצרכנים הישראלים תסייע לריבוי עסקאות בישראל, חלקן לפחות במחירים אטרקטיביים, ובהתאם – למיסוי רווחים אלה על ידי המדינה.התיקון ייקבע כהוראת שעה למשך שלוש שנים, זאת על מנת שניתן יהיה לבחון אם חלה הוזלה מעשית במחירי עסקאות הנופש, כיוון שכיום לא ניתן לאמוד זאת. בנוסף, מכיוון שאופציית הביטול לא קיימת, היא תובלט לצרכן בכל פרסום אפשרי. מדובר בהצעת חוק שתעודד את התחרות ועשויה להוביל להורדת המחירים, ועל כן אנחנו מציעים לתמוך בה ולהעביר אותה לוועדה הרלוונטית. תודה רבה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","תודה רבה, אדוני סגן השר.אני רק רוצה להגיד בהמשך לדבריך בתחילה על ""אלטנוילנד"", שאנחנו מציינים השנה 120 שנה ל""אלטנוילנד"" ומאתמול בלילה העותק המקורי, כתב היד של תיאודור הרצל, מוצג במוזיאון הרצל. אז כל חברי הכנסת מוזמנים, גם מי שצופה בנו.יש לנו מתנגדים להצעה. חבר הכנסת דודי אמסלם, שלוש דקות עומדות לרשותך.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,דוד אמסלם,הליכוד,,"אדוני היושב-ראש, חברי הכנסת, אני שמעתי ששלחתם את סגן השר גולן להשיב לעניין. הוא דיבר על מדינת מופת. מר גולן, מדינת מופת לא יכולה להרשות לאיש כמוך להיות בכנסת. אתה חבר פרלמנט שמוריד אותה לשפל חסר תקדים. אתה גם מסית, גם מדיח וגם לא חכם. אתה אמרת על עמיחי שיקלי שהוא איש אשפתות. אני מבין שאתה מבין באשפה טוב. אתה כנראה עוסק באשפה, יכול להיות שגם באת משם. אתה קורא לתושבי חומש תתי-אדם, אלה אנשים ציוניים שהולכים ומתיישבים בחלקי ארץ שקשה מאוד להיות שם. אלה בשבילך תתי-אדם. אז מה אתה? אתה הולך לתיכון בנשר, אומר לתלמיד י""ב שלא מסכים איתך שהוא פוגע בביטחון מדינת ישראל. לטעמי אתה הסכנה הכי גדולה למדינת ישראל בכנסת, או מהסכנות הכי גדולות. אני גם שומע אותך הולך לבדואים ונותן להם גם תדרוך בדרום איך לפעול נגד מדינת ישראל. אתה מבין כמה אתה בושה בכלל שאתה פה? אבל האמת היא, זאת הממשלה הזאת. זאת ממשלה, דרך אגב, פלסטינית, לא דואגת ליהודים, דואגת רק לערבים. הם במתח כל יום מה קורה עם מנסור עבאס, מה אומר שייח' כזה או שייח' אחר. אבות הציונות, בכלל, כל היהודים לאורך הדורות, מתגלגלים בקברם. איזו בושה אתם מביאים על עם ישראל. איזו בושה אתם מביאים על כל יהודי העולם.אני חשבתי שהקמנו מדינה כדי שנהיה ריבוניים, שהיהודים יחליטו על גורלם. אבל חס ושלום, יש לנו מר לפיד, שטס כל היום בכל העולם ולא עושה דבר וחצי דבר במדינה. אתה צודק, הוא הקים מה שנקרא משרד נסיעות, הוא וסגנו כמעט ולא נמצאים בארץ, רק טסים במטוסים חכורים, משפצים את הבתים שלהם, כשאתה רואה ראש ממשלה עם חמישה מנדטים משפץ את הבית שלו ב-50, 70 מיליון שקל, לא עושה דבר וחצי דבר חוץ מלהיאחז בכיסא שלו, הדבר היחיד, כאילו מדובר בכספים של אבא שלהם. אפילו בנקים שלמים כבר לא יכולים לשאת בהוצאות האלה. אתם מחלקים כל שבוע עכשיו לאחמד טיבי, מנהלים איתו עסקה פר חוק. עוד מעט לאזרחי מדינת ישראל לא יהיה כסף – לא לתרופות, לא לנושאים סוציאליים, העיקר לערבים יהיה, תחלקו להם את כל הכסף. למה?","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר",תודה רבה.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,דוד אמסלם,הליכוד,,"כדי שתוכלו להמשיך לנסוע בוולוו, בשיירות, לשפץ את הבתים – –","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","תודה רבה, תודה רבה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,דוד אמסלם,הליכוד,,"– – ולא לנהל את המדינה, רק ליהנות ולמנות את כל המינויים הפוליטיים שלכם.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","תודה רבה. חברת הכנסת לימור מגן תלם, אני מבין שההתנגדות הייתה להצעה שלך, האם את רוצה להשיב?","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,לימור מגן תלם,ישראל ביתנו,,לא.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","לא. אז אני חייב לשאול את רשותך, אני מבין ששר התיירות רוצה גם לומר את דבריו, באישורך. בבקשה. אדוני שר התיירות, חמש דקות לרשותך, בבקשה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,יואל רזבוזוב,,שר התיירות,"כבוד היושב-ראש, חבריי חברי הכנסת, אני רוצה להודות לחבריי חברי הכנסת רון כץ ולימור מגן על הנחת הצעת חוק חשובה זו. באמת, אחד מתפקידיה של הכנסת הוא להיטיב עם אזרחי ישראל, והצעת החוק הזאת, הצעת החוק הספציפית הזאת, באמת תיטיב עם אזרחי ישראל. יצאנו גם במשרד התיירות בקמפיין ""חופשה לא לעשירים בלבד"". מחירי החופשות מאוד מאוד גבוהים במדינת ישראל והצעת החוק הזאת, מן הראשונות, באה לתקן את העוול הזה. כמו שמקובל בעולם, אפשר יהיה להזמין מוצר או שירות עם דמי ביטול ובלי דמי ביטול. עם דמי ביטול זה עולה יותר יקר, בלי דמי ביטול זה עולה יותר זול. פשוט מאוד, אנחנו מכירים את זה מעולם התעופה, עכשיו זה מגיע גם לחופשות בישראל. אני נוהג לקיים פגישות עם חברות טרוולטק פעם בשבוע ואז ראיתי שיש מגמה: חברות ישראליות בתחום הזה מוציאות את השירות הזה החוצה, מוכרות לתושבי חוץ חופשות יותר זולות, וישראלים לא יכולים ליהנות מכך בגלל המגבלה בחוק הגנת הצרכן. אז הצעת החוק הזאת באה להיטיב. ואנחנו יודעים, אגב, בתעופה, ההבדלים במחירים מגיעים ל-30%–40%. ברגע שאתה קונה כרטיס בלי דמי ביטול הוא עולה בסביבות 300 דולר וכרטיס עם דמי ביטול בסביבות 500 דולר, 40% הבדל. אז הצעת החוק הזאת הולכת להיטיב במחירי החופשות, אני שמח על כך ואני מברך את חבריי חברי הכנסת, תודה רבה לכם. תודה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","תודה רבה.אם כן, אנחנו נעבור להצבעות, הצבעות נפרדות. הצבעה ראשונה תהיה הצבעה אלקטרונית, על הצעה מס' 7 בסדר-היום, הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק על שירותי תיירות בישראל) של חברת הכנסת לימור מגן תלם. אנחנו נצביע. מי בעד? מי נגד? מצביעים.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","בעד – 40 חברי כנסת, נגד – אין, נמנעים – אין, אני קובע שהצעתה של חברת הכנסת לימור מגן תלם עברה בקריאה הטרומית והיא תידון בהמשכה בוועדת הכלכלה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,יואב קיש,הליכוד,,כספים.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","יש כאן הצעה לוועדת הכספים, הדיון באיזו ועדה היא תידון יעבור לוועדת הכנסת.אנחנו נעבור להצבעה על הצעת החוק הבאה, מס' 8 בסדר-היום – הצעת חוק הגנת הצרכן של חבר הכנסת רון כץ. הצבעה אלקטרונית. מי בעד? מי נגד? מצביעים.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","בעד – 39 חברי כנסת, אין נגד, אין נמנעים. אני קובע שגם הצעתו של חבר הכנסת רון כץ עברה בקריאה טרומית, והמשך הדיון בה יעבור לוועדת הכלכלה.","הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,קריאה,,,מעמד האישה.,"הצעת חוק הגנת הצרכן (תיקון – ביטול עסקת מכר מרחוק למתן שירותי תיירות בישראל), התשפ""ב–2022",(הצעת חבר הכנסת רון כץ)
,,צבי האוזר,,"היו""ר","כיוון שיש פה דרישה לדיון בוועדה למעמד האישה, ההכרעה היכן יידון המשך החוק הזה תעבור לוועדת הכנסת.[הצעת חוק פ/3607/24; נספחות.]","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר","אנחנו עוברים לסעיף 9 בסדר-היום – הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022, של חברת הכנסת שירלי פינטו קדוש. בבקשה, חברת הכנסת פינטו קדוש, את מוזמנת. עשר דקות לרשותך.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,שירלי פינטו קדוש,ימינה,,"(אומרת דברים בשפת הסימנים, להלן תרגומם: אני אשתמש בהרבה פחות. אדוני יושב-ראש הישיבה, חבריי חברי הכנסת, אני רוצה להתחיל בסיפור אישי: לפני 30 שנה אבא שלי, אדם חירש, היה זקוק להגיע לקבל מידע ושירותים ממס הכנסה. הוא ביטל יום עבודה שלם על מנת להגיע עד למס הכנסה לקבל מידע מסוים לגבי שירות המס שהוא היה זקוק לו, זה הכול. גם שם לא היה נגיש לו. מה אבא שלי עשה? ביטל את יום העבודה, הגיע – ולכל משרד ממשלתי שהיה זקוק לו, הוא היה צריך לבטל ימי עבודה. השנה, 2022, עדיין משרדי הממשלה לא נגישים לחירשים ולכבדי שמיעה. היום אדם שומע מתקשר למשרד, מקבל את השירות מהנציג, מברר את הפרטים, מקבל את הטופס שהוא זקוק לו באזור האישי, והוא מנתק. היום אדם חירש לא מקבל שום מידע – לא ממשרד הדתות, לא ממשרד הפנים, לא ממשרד התחבורה, לא משום משרד. היום יש 850,000 איש חירשים וכבדי שמיעה. אחד מתוך עשרה אנשים הוא אדם עם ירידה בשמיעה שמשרדי הממשלה לא נגישים לו.הצעת החוק שלי באה להסדיר בצורה פשוטה – במקום שניאלץ לבטל יום עבודה, הם יהיו נגישים בווטסאפ, בהודעת טקסט. משרד הבריאות עשה את זה נפלא בקורונה, וזה היה מבורך וחשוב. אותו דבר גם משרד החוץ עשה את זה עם המלחמה באוקראינה. אז מה הבעיה שכל משרד ממשלתי ינגיש את עצמו בהודעות טקסט? הצעת החוק הזאת באה לתקן עוול של שנים על גבי שנים. האזרח הפשוט, אם הוא גר בדימונה, אם הוא גר בערד, אם הוא גר ברחובות, בבני ברק, בירושלים – אותם אזרחים פשוט רוצים תקשורת נגישה עם משרדי הממשלה. זה לא מתקבל על הדעת – מדינת ההייטק, מדינת הסטרטאפ, לא נגישה בסמ""סים.אני רוצה להודות לשרת הכלכלה על התמיכה בהצעת החוק ולשר האוצר על התמיכה בהצעת החוק, ואני מקווה שזה גם יצליח לעבור בקריאה ראשונה, שנייה ושלישית, על מנת שנוכל להנגיש את המדינה, כי זו זכות בסיסית להנגיש בתקשורת גם בטלפונים וגם בסמ""סים. תודה רבה.)","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר",תודה רבה לחברת הכנסת שירלי פינטו קדוש. ישיב מטעם הממשלה סגן שרת הכלכלה יאיר גולן. עשר דקות עומדות לרשותך.,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,יאיר גולן,,סגן שרת הכלכלה והתעשייה,"אדוני היושב-ראש, כנסת נכבדה, בכל פעם שחברת הכנסת פינטו עולה לדוכן, אני מודה שאני מתרגש. אני חושב שהיא הביאה בפנינו הצעת חוק חשובה מאין כמותה. אני רק יכול לומר דבר אחד: לו חברי אילן גילאון, שנפטר מעולמנו למרבה הצער בגיל צעיר, ב-1 במאי, כמה סמלי, והיה נמצא פה כרגע, אני מניח שהוא היה מגיש את הצעת החוק הזאת עם חברת הכנסת פינטו. אני באמת חושב שמדינה מתקדמת, מדינה נאורה, יודעת לטפל בכל אזרח ואזרחית בצורה הראויה, הטובה והמוצלחת ביותר, שמאפשרת לכולנו, בלי הבדלי דת, גזע ומין, להשתלב בחברה באופן מועיל ופעיל. ומכאן אני אומר כמה דברים קונקרטית להצעת החוק: אני רוצה לומר שאנחנו היום במשרד, בעזרת מערך הדיגיטל הלאומי, מתכוונים לדאוג לכך שכל השירותים יונגשו לכל האזרחים באופן מלא, שוויוני וידידותי למשתמש. אנחנו מעצמת הייטק, אנחנו יודעים להנגיש הכול לכל אחד. אנו ניתן מענה ברוח הצעת החוק הזאת וגם מעבר לכך באופן המיטבי. ראשת הרשות החדשה, ראשת מערך הדיגיטל, שוקדת על הנושא הזה ממש בימים אלה, והמענה יהיה מהיר ואפקטיבי.התיקון המוצע מבקש לחייב גופים ציבוריים שניתן לפנות אליהם באמצעות הטלפון, לאפשר את הפנייה אליהם באמצעות מסרון, וגם את המענה, אם הפנייה נעשתה באמצעות מסרון. מהבחינה הזאת זה לא מסובך מדי, זה אפילו פשוט, ואנחנו מברכים על הצעת החוק הזאת ומתכוונים לקדם אותה במלוא המרץ. תודה רבה, ושוב, תודה למציעה.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר","תודה רבה. ביקש להתנגד להצעתה של חברת הכנסת פינטו קדוש, חבר הכנסת דודי אמסלם. בבקשה, שלוש דקות עומדות לרשותך.אני חייב להגיד לך, סגן השר, אמרת שבכל פעם שחברת הכנסת פינטו נואמת אתה נרגש, אני יכול להגיד לך, כמי שיושב כאן ומסתכל – אני הרגשתי מהלך עסקים רגיל של כנסת, וזה הדבר הכי יפה. לא הרגשתי משהו – אמרתי, כך צריך להתנהל. בבקשה, שלוש דקות לרשותך.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"אדוני היושב-ראש, חברי הכנסת, אתמול שמעתי את מר לפיד משיב על השאלה מדוע הוא לא משתתף בטקסים ממלכתיים. דרך אגב, בערב יום השואה – – –","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,יסמין פרידמן,יש עתיד,,הוא משתתף הרבה יותר ממך – – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"הבן אדם חייל גדול, מר לפיד, שירת חבל על הזמן. בכל שבוע הייתה לו רבע שעה בערך, היה מגיע לקריה, היה נופל לו העט על הרגל, היה חוזר לאכול שניצל ב-11:00 שאימא שלו הייתה מטגנת, כדי שבעצם לא יתקרר.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,נירה שפק,יש עתיד,,– – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"היא הייתה אומרת לו: יאיר, לא לאחר, ב-11:00 אנחנו מטגנים. הבן אדם הזה לא רואה מה זה צה""ל, לא יודע מה זה צבא. פרופיל 97. דרך אגב, אני במקומו לא הייתי יוצא מהבית, לא מתמודד לוועד כיתה – –","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,יסמין פרידמן,יש עתיד,,– – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"– – הוא עולה כאן, מדבר איתי על חרדים, השפל הזה?","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,יסמין פרידמן,יש עתיד,,אתה משמיץ את החברים שלך.,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,בן אדם שלא עשה דבר וחצי דבר למדינת ישראל.,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר","חברת הכנסת פרידמן, לשמור על קור רוח.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"הוא לא מתבייש. חוץ מלטוס בעולם בטיסות פרטיות, הבן אדם הזה מופקר.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,נירה שפק,יש עתיד,,למה? למה – – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"לאן הוא הולך? הוא לא הולך לחיילי צה""ל, הוא לא הולך לנחם משפחות שכולות. זה כלל אצלו, השקרן הבלתי-נלאה – –","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,יסמין פרידמן,יש עתיד,,"– – – רק אצלכם, דודי.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"– – לא נתפס אומר דבר אמת, אבל כשאלחרומי מת, הלך לשם עם מנסור עבאס לידו, הגנרל. אמר לו: הוא נפל בקרב. דרך אגב, הוא התחיל לבכות, התחיל לנגב בחליפה של ורסצ'ה. איך אמר הגשש? לא עם הכנף. אדם צבוע, אתה לא מתבייש? אתה הולך לשם: שותפים, אחים שלנו.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,נירה שפק,יש עתיד,,– – – שלוש הדקות האלה – – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"כן, ממתי הוא אח שלך? בגלל שהוא שם אותך בתפקיד, אותך ואת בנט.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר","חברת הכנסת שפק, קור רוח, קור רוח.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"לא מתבייש. אבל מה? חיילי צה""ל, חללי צה""ל, פיגועי טרור – לא בשבילו.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,נירה שפק,יש עתיד,,תשמור – – –,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,דוד אמסלם,הליכוד,,"הוא טועה, ויש לו כללים. תבדקו אותו, הוא לעולם לא הולך לטקס יום השואה. אתה לא מתבייש, אתה מטייל לי בטקס יום השואה, אתה, כבן לניצול שואה. אני אגיד לך למה: אתה בורח מהמאבטחים, אתה עושה מה שאתה רוצה, בגלל שאתה איש מופקר, ואתה חושב שאתה חכם, מותר לך הכול. מותר לך הכול, לבזות כל סמל של המדינה מותר לך.","הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,צבי האוזר,,"היו""ר",לסיכום.,"הצעת חוק פנייה לגופים ציבוריים באמצעי קשר דיגיטליים (תיקון – פנייה באמצעות מסרון), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
