knesset,session,speaker,party,role,text,subject,sub_subject
,,צבי האוזר,,"היו""ר","חברת הכנסת מאי גולן, אני קורא אותך לסדר פעם ראשונה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,הוא הלך למועצת השורא.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – – לא משמעותי.באותם ימים רע""מ והליכוד מנהלים משא ומתן מתקדם – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאה,,,"בני, אתה רוצה – – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – והייתה עסקה. הייתה עסקה שמקימים ועדה מיוחדת – לציבור הערבי לא היה את זה בתולדות ישראל. הליכוד העביר את זה תמורת הצבעה. נפגשנו בחדר, אמרתי: אני לא מכיר את הבן אדם, אני לא תהיתי על קנקנו עדיין, אבל אמרתי: תשמע.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,זו הייתה אהבה ממבט ראשון. אהבה חדשה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"שמעתי את מה שהוא אומר, והחזון שלו היה לראות איך אנחנו, אזרחים במדינת ישראל, כן יכולים – לפחות חלק – להסתדר זה עם זה. לא נסתדר כולם – להציג חזון של שיתוף פעולה, לא חזון של קללות, צרחות.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאה,,,– – – מה עם הנגב?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"עכשיו, אני לא אכחש, מדינת ישראל היא באמת סיטואציה ייחודית ומורכבת. אנחנו מוקפים במדינות ערב, חלקן אויבות וחלקן בשלום – מצב מורכב. בין ערביי ישראל יש חלק שעוינים וחלק שרוצים להשתלב. זה מצב מורכב. זו האמת. אבל השתכנעתי בכנות רצונו להראות דרך אחרת, וההגונים שביניכם יודעים שזה נכון. יודעים שזה נכון. ואנחנו מנסים. עכשיו, אנחנו מנסים – מנסים לשפר את החינוך, מנסים להסדיר את הנגב. הרי תחת 20 השנים האחרונות – אני לא מדבר רק על הליכוד, לא רק אתם אשמים, אבל במשך 20 שנה, במקום – הרי מה הרעיון?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,"זו אהבה ממבט ראשון, בנט – – – חתונמי.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"מי שנסע בנגב לפני 20 שנה ראה נגב אחד; מי שנוסע בנגב היום רואה נגב מלא בבנייה בלתי חוקית. לכן, מה הרעיון? הרעיון הוא לקבע כמה יישובים חוקיים, ובהסכמה לעבור ממקומות בלתי חוקיים לתוך יישובים חוקיים. אני לא מתנצל על זה. אני גאה בזה. זה מה שצריך לעשות.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"אני לא מתנצל. כן, זה טוב להם, זה טוב לנו. מה קרה? מה קרה?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,מי שצריך לעמוד פה ולהתנצל זה מי ש-20 שנה לא עשה כלום.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חבר הכנסת עודה, שב במקומך.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,למה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר",שב במקומך.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,– – – אני אומר פה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חבר הכנסת עודה, שב במקומך.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,למה – – – יהודים?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,אז אני אומר פה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,"קפצת על הרימון, מסכן שכמוך. איזה אמיץ אתה. ממש קפצת על הרימון, הגנת בגופך על עם ישראל.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,הממשלה הגרועה ביותר – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"חברים, יש קואליציה נגדנו. זו קואליציית איימן עודה, בן גביר וביבי. זו הקואליציה שהפילה את החוק, שהייתה אמורה לדאוג לבוגרי צבא לוחמים, ממדים ללימודים.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"ביבי, עודה, בן גביר, הפלתם את זה. אתם לא מתביישים? אתה לא מתבייש? אתם לא מתביישים?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"חוק טוב לסטודנטים, טוב ללוחמים, אבל לא – בשביל הפוליטיקה, ביבי, עודה, בן גביר – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,אבל לחבר חשמל לחברים שלהם – כן.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – משתפים פעולה. זאת הקואליציה החדשה: ביבי, עודה ובן גביר.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"מה אתם קופצים? מה קרה? החברים החדשים שלכם, איימן עודה וטיבי – טיבי שעמד פה לפני רגע – – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,אורית מלכה סטרוק,הציונות הדתית,,אתה אומר – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חברת הכנסת, חברת הכנסת סטרוק, אני מבקש שתשבי במקומך. אני מבקש שתשבי במקומך.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,זו הברית. אני לא מבין. מה אתם מתביישים?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר",אני מבקש סדרנית שתלווה את חברת הכנסת – לשבת במקומך.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,אורית מלכה סטרוק,הציונות הדתית,,אתה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"כרתם ברית עם טיבי, עם איימן עודה ועם בן גביר. זה החזון.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חברת הכנסת סטרוק, אני קורא אותך לסדר פעם ראשונה. חברת הכנסת סטרוק, אני קורא אותך לסדר פעם שנייה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,שלמה קרעי,הליכוד,,צא מהבונקר שלך – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"אומרים לי להפסיק, אבל אני חייב להגיד – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,שלמה קרעי,הליכוד,,– – ותראה כמה דגלי אשף – – – במדינת ישראל.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – שאני נהנה. ואני נהנה למה? כי אני אומר פה את האמת. ואתם יודעים, אותה קואליציה – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – שחברה לפני עשרה חודשים להפיל את חוק האזרחות, קואליציית ביבי, איימן עודה – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – בן גביר, זאת הקואליציה החדשה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"נכון, אתה גאה בזה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,בדיוק.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,אבל איפה הם?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"זאת אומרת, אתם מוכנים לפגוע בלוחמי צה""ל. בלוחמי צה""ל.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,אתה מדבר על לוחמים? על יתומים.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,אתה לא היית לוחם. מי אתה בכלל?,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,על יתומים. על יתומים.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,אתה ואיימן עודה החברים הכי טובים.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,תתבייש לך.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"לך אין בעיה שחיילי צה""ל לא יקבלו מלגה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר",חבר הכנסת בן גביר – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,גם לעודה לא אכפת.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר",– – אני קורא אותך לסדר פעם ראשונה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,וזה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חבר הכנסת בן גביר, אני קורא אותך לסדר פעם שנייה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איתמר בן גביר,הציונות הדתית,,תתבייש.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"אני שואל את אזרחי ישראל, האם אתם בוחרים בממשלה קשה, לא פשוטה, ממשלה של רצון טוב, עם חברים שלא מסכימים על הכול – קשה, אני לא מסכים על הכול עם תמי ועם יאיר ועם מרב, יש לנו מחלוקות, אבל אנחנו עובדים, עובדים ביחד. מה קרה? שכחתם את המילה ""ביחד""?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"ממשלת צמיחה, ממשלת רצון טוב – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – או הקואליציה החדשה של מדינת ישראל: ביבי, טיבי, איימן עודה ובן גביר.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"זה מה שעומד היום. שלא תהיה טעות, יומם ולילה אתם משתפים פעולה, בן גביר וטיבי. טיבי ובן גביר. אתם תמונת מראה, ביחד מנסים לפרק ממשלה טובה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,זו האמת. זו הבחירה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,אורלי לוי אבקסיס,הליכוד,,"קואליציה בוחרים, אופוזיציה לא בוחרים. אל תבלבל את הציבור.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"קואליציית הכאוס, הבחירות, או קואליציית הרצון הטוב. תודה רבה לכולם.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,"לך, לך, לך, לך.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","תודה רבה. תודה רבה.אני מבקש מראש האופוזיציה בנימין נתניהו להגיב לדברים, בבקשה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חברים, אני מבקש לשמור על שקט, בבקשה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,"אדוני היושב-ראש, חברות וחברי הכנסת, אלו הם ימים אדומים, שבהם נחצים קווים אדומים. הטרור מרים ראש, הוא גובה קורבנות, הוא פוגע באזרחים נפלאים ובאנשי ונשות הביטחון האמיצים שמגינים עלינו, ביניהם גיבור ישראל לוחם הימ""מ הנועז נועם רז, השם ייקום דמו, ממייסדי היישוב קידה בחבל בנימין. אני מבקש לשלוח את תנחומיי העמוקים למשפחתו האבלה. אנחנו כולנו רואים את שלהוב היצרים של מבקשי נפשנו, את הקריאות ""בדם ובאש את היהודים נגרש"", את החולצות עם הדפסי הרובים, את דגלי אש""ף בשער יפו בירושלים – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,נפתלי בנט,,ראש הממשלה,"– – בממילא בירושלים, במרכז לוד, בלב עכו.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,כל הסיפור הזה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר",חבר הכנסת עודה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,צבי האוזר,,"היו""ר","חבר הכנסת עודה, אני קורא אותך לסדר פעם ראשונה.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קטי קטרין שטרית,הליכוד,,"אלו ההישגים של בנט, דגלי אש""ף.","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,שלמה קרעי,הליכוד,,לך תקבל משכורת מהרשות הפלסטינית.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,משה אבוטבול,"ש""ס",,"כשראש ממשלה מדבר לא מפריעים, אתה לא מבין את זה?","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,כולנו ראינו גם את תהלוכת הענק של הנכבה באוניברסיטת תל אביב – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,כל הכבוד לך – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,מאי גולן,הליכוד,,"היושב-ראש, למה אתה לא – – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,– – בשייח' מוניס – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,"– – בלב תל אביב. ונערה אחת צעירה, אמיצה, צריכה להיות אמיצה כדי להניף דגל ישראל, דורית יצחק שמה. וכולם שמו לב שהיא אזרה אומץ להניף את דגל ישראל, מוקפת בדגלי אש""ף, מוקפת באנשים, שלשמחתי לא עשו בה שפטים. זה מה שקורה עכשיו במדינת ישראל. את הנערות הצעירות האלה – – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,איימן עודה,הרשימה המשותפת,,איפה היית כל הזמן הזה – – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,"אתם ראיתם את הנערות הצעירות היהודיות שיוצאות מבוהלות מן הרכב להסיר את דגלי ישראל, להסליק אותם בתוך המכונית כדי שחלילה לא יבולע להן. זה מה שקורה היום במדינת ישראל. הטרור משתולל בכבישי הדרום, ההפקרות בכל מקום. זה מה שקורה במדינת ישראל. מניפים את דגלי אש""ף בערי ישראל – –","העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאה,,,זה אתה עשית את זה.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,בנימין נתניהו,הליכוד,,– – ושורפים את דגל ישראל בהר הבית.,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
,,קריאות,,,– – –,"העלייה במקרי הטרור החקלאי ברחבי ישראל ובמיוחד בצפון הארץ, וגביית דמי חסות מבעלי העסקים ברחבי ישראל",
