knesset,session,speaker,party,role,text,subject,sub_subject
,,משה אבוטבול,"ש""ס",,שותפות 2000.,ציון יום הסטודנט,
,,מאיר יצחק הלוי,,סגן שרת החינוך,"כן, כן. לי הייתה עם טורונטו. אמרתי להם: תקשיבו, אני רוצה לבקש מכם, תשקיעו הרבה במעט, ולא מעט בהרבה. שאלו: אם כך, מה אתה רוצה? אמרתי: אני רוצה שתשקיעו באקדמיה. חשוב שתשקיעו באקדמיה כי אני רואה בזה את הקטר המשמעותי, שבעצם מעצים ומוביל את העיר למקומות טובים. דרך אגב, חבר כנסת אבוטבול, מאז ועד היום כל סטודנט, כל סטודנט, שנכנס ללימודים בקמפוס בן-גוריון באילת, מכללת לוינסקי, מכללת ירושלים או מכללות שקיימות בעיר – קיבל מלגת לימודים מלאה לאורך כל שנות לימודיו. אני אספר לך, משה ידידי, שבדקתי עכשיו כמה כסף ניתן מכל מיני גורמים רק בחמש השנים האחרונות. הגענו למצב של קרוב ל-10 מיליון – באילת. אני לא מדבר עכשיו – זה לא תל אביב. באילת הקטנה, כ-10 – – –",ציון יום הסטודנט,
,,משה אבוטבול,"ש""ס",,אצלך הכול מעניין. אפילו בגני הילדים התמונה שלך נמצאת יחד עם נשיא המדינה. זה עוד ממשיך ועוד ממשיך?,ציון יום הסטודנט,
,,מאיר יצחק הלוי,,סגן שרת החינוך,אני לא יודע על מה אתה מדבר. אבל כ-10 מיליון – – –,ציון יום הסטודנט,
,,משה אבוטבול,"ש""ס",,"בגני ילדים, התמונה של ראש העיר.",ציון יום הסטודנט,
,,מאיר יצחק הלוי,,סגן שרת החינוך,"יכול להיות. כ-10 מיליון שקל בשש שנים – כמיליון וחצי שקל לשנה מלגות לסטודנטים, בעיר שהיא קטנה. דרך אגב, כמות הסטודנטים באילת לא גדולה, לצערי, בשלב זה, אבל אני יכול להניח שהיא תלך ותגדל.והסיפור השני: כאשר הוצאנו לאוויר העולם את תוכנית עיר ללא אלימות – זה היה בפברואר 2004, אתה מכיר את זה היטב, אדוני יושב-ראש הכנסת – הגורמים שהסתייעתי בהם יותר מכול להצלחת התוכנית היו סטודנטים. פרויקט של קומנדו חברים, פרויקט של מגרשים מוארים, פרויקט של פר""ח בהקשר של עיר ללא אלימות. בעצם מדובר פה באוכלוסייה שהתרומה שלה לקהילה היא אדירה, ואין ספק שהיא מוסיפה באופן דרמטי ומשמעותי גם למערכת החינוך הצעירה יותר.אתם, הסטודנטים, הכוח המוביל ומנוע הצמיחה של החברה הישראלית, ואתם דור העתיד שינהיג ויצעיד את המדינה שלנו למקומות הגבוהים, האיכותיים ביותר. אני סבור שאתם צריכים ותמיד תהיו שותפים לקבלת ההחלטות בשולחנות השונים, ובפרט במועצה להשכלה גבוהה, כך שהחלטות המועצה יתאימו לצרכים ולרצונות שלכם.עכשיו בכובעי כסגן שרת החינוך אני רוצה לשים ברמה כותרתית כמה נושאים שנמצאים על סדר-יומנו, וכדאי שתקשיבו: הנושא הראשון זה הקמת האוניברסיטה בגליל, יוזמה שמקדמת אותה שרת החינוך. דרך אגב, היא מתחברת ליוזמה שהופכת את האקדמיה בהרצליה לאוניברסיטת רייכמן, וזה מתחבר למה שעשה סגן ראש הממשלה גדעון סער כאשר הפכו את אריאל לאוניברסיטה מן המניין. מה שמלמד, בלי להיכנס לפוליטיקה גבוהה, שלסיעת תקווה חדשה יש אמירה מאוד מאוד משמעותית בכל הקשור לאקדמיה.הנושא השני הוא צמצום האי-שוויון והפערים במערכות ההשכלה הגבוהה. זה נושא מרכזי שצריך לדון בו; הנושא של קידום נשים, שנמצא על סדר-היום באקדמיה, אדוני היושב-ראש; חיבור בין האקדמיה לעולם התעסוקה – פה אני רוצה להגיד, משה, נדמה לי שציינת זאת: במערך התכנון חייבים לעשות מיפוי צרכים תעסוקתיים והתאמת לימודים כדי שיהיו מוקדי השמה, כי אחרת אנחנו ניצור נתק בין הצרכים של כלכלת המדינה לבין מה שאנחנו לומדים באקדמיה. חייב להיות מתאם מדויק בעניין הזה. אני יכול לספר לכם שאנחנו מובילים היום רפורמה של החינוך המעצים. ברי לכולי עלמא שנצטרך מדריכים איכותיים, אקדמאים, בתואר ראשון ותואר שני, כדי שיובילו את אותו נושא חשוב, שהוא החינוך המעצים, מה שנקרא עד לא מכבר החינוך החוץ-בית-ספרי.צריך להרחיב – ופה אני אומר לך, ידידי מר אבוטבול – את מגוון הלומדים בקהילות שונות בחברה הישראלית: חרדים וערבים וילדי פריפריה, וכולם ביחד כדי באמת להעשיר – ואני לא רוצה להיכנס עכשיו לנושאים שהעלית פה, כי זה דיון שעומד בפני עצמו.חיזוק מערך המכללות – משה, זה נושא שמאוד חשוב להדגיש – הקשר בין בתי הספר לבין המוסדות האקדמיים, מה שאני מגדיר הקמת פרוזדור אקדמי שיודע לתת מענים איכותיים. בדרך כלל זה נופל על נושאים של כסף, ואני חושב שככל שנדע להעשיר את הפרוזדור הזה, לעודד ילדים בכיתות י', י""א, י""ב כבר לטעום טעמה של האקדמיה, זה מחזק את כל הצדדים. וגם זה נמצא על סדר-היום.עלה פה הנושא של מבחני כניסה, פסיכומטרי – אני לחלוטין חושב שצריך לחשוב על שילוב נוסף, יצירתי, למוסדות חינוך. עולים פה רעיונות מרעיונות שונים. אני הבטחתי השבוע שהנושא הזה יהיה על סדר-היום, ואנחנו נטפל גם בתחום הזה. כל זאת ועוד יבואו לידי ביטוי בתוכנית הרב-שנתית שנכתבת בימים אלה, כשלסטודנטים חלק משמעותי בכתיבתה.אני מברך על היום החשוב הזה, אני מברך את היוזמים שלו, ובטוח שביחד נצעיד את ההשכלה הגבוהה למחוזות טובים שיקדמו ויביאו גם גאווה גדולה למדינת ישראל, אבל גם יחזקו את החוסן החברתי במדינת ישראל. תודה רבה לכם.",ציון יום הסטודנט,
,,מיקי לוי,,"היו""ר",תודה רבה.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר","נעבור להצעה לסדר-היום בנושא: ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד, מס' 2617, 2632, 2638 ו-2643.חבריי חברי הכנסת, כנסת נכבדה, לפני כ-81 שנים, בחג השבועות של שנת תש""א, 1941, התרחשו אירועי הפרהוד, פוגרום ביהודי בגדאד. בתיהם סומנו על ידי אנשי התנועה הפרו-נאצית בעיראק, והמונים חדורי שנאה שטפו את הסמטאות, פרצו לבתי היהודים, שלפו אותם מאוטובוסים ומחנויות וטבחו בהם ובכל יהודי שנקרה בדרכם. הם הרגו גברים, נשים, ילדים ותינוקות, ביצעו מעשי אונס מזוויעים וריטשו גופות. המספר המדויק של היהודים שנרצחו בפוגרום הברברי הזה אינו ידוע באופן ודאי; המספר נע בין מאות לכאלף יהודים שנרצחו ונקברו בקבר אחים. במקביל, ספרי תורה חוללו, בתי כנסת נשרפו ורכוש יהודי רב נבזז ונשרף.לפוגרום הברוטלי הזה קדמו שנים של הסתה אנטישמית, רציחות, התנכלויות, הפקעות רכוש והגבלות חוקיות. כמו כן, אנשי צבא ומשטרה לקחו חלק בטבח המזוויע הזה, כפי שקבע דוח ועדת החקירה הממלכתית, שפורסם לאחר כחודש. גם אם קיימת כיום מחלוקת באשר להשפעה הישירה של התנועה הנאצית בעיראק על התרחשות הפוגרום, אין ספק שעיראק של אותן השנים הייתה מרכז לפעילות נאצית ענפה, שנראתה והורגשה ברחובות, כפי שהעיד הסופר סמי מיכאל: ראיתי את הסמטאות המרוטשות ואת הסיסמאות המשורטטות על הקירות בדרך לבית הספר, שהיטלר מחסל את החיידקים. דניאל ששון, משורדי הפרהוד, העיד בכתבה שנעשתה לפני כשנה: גרמניה נכנסה לעיראק דרך החלון, בדרך אלגנטית וערמומית. הוא זכר איך המורה בכיתה אמר להם שמעתה אין מצדיעים למלך ראזי אלא לתמונתו של היטלר, ולימד אותם להצדיע במועל יד. דוח ועדת החקירה הממלכתית שהוגש לאחר כחודש קבע כי ברציחות ההמוניות השתתפו אנשי צבא ומשטרה.חבריי חברי הכנסת, אירועי הפרהוד יצרו משבר קשה בחייה של הקהילה היהודית המפוארת בעיראק. היה זה הרגע המכונן שבו הבינו כי לא יוכלו לחיות שם בביטחון. האירועים המזוויעים הללו תרמו להתרחבותה של פעילות ציונית במחתרת בעיראק, ולבסוף תרמו תרומה מכרעת לעלייתם של יהודי עיראק בשנות הארבעים בדרכים לא דרכים, ובשנות החמישים במבצע עזרא ונחמיה. יהי זכרם של אחינו ואחיותינו קורבנות הטבח ברוך ונצור בליבנו לעד. תודה רבה לחבר הכנסת אופיר כץ, יוזם החוק. הצטרפתי אליך גם לפני כשנתיים, אם אינני טועה. יישר כוח על הכוונה הזאת ועל היוזמה הזאת, תודה רבה.בבקשה, חבר הכנסת כץ.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"אדוני היושב-ראש, גברתי השרה, חבריי חברי הכנסת, אני אפתח בציון היום הקודם, ציון יום הסטודנט, כי בימים אלה אני עובד על קול קורא יחד עם משרד הנגב והגליל בתקציב שהשגתי במהלך הלילות הלבנים של התקציב, תקציב של 3 מיליון שקלים לסטודנטים בפריפריה ומעוטי יכולת, 3 מיליון שקלים – 5,000 שקלים כל מלגה – לסייע להם, למי שלא יכול, על מנת שישלים תארים אקדמיים. גם בפריפריה וגם מי שלא יכול.אדוני היושב-ראש, חבריי חברי הכנסת, גברתי השרה, ביום הזה אני אזכיר גם את היועצת המשפטית שגית, שגם היא יוצאת העדה, והיא גם עומדת בסטנדרטים של יוצאי העדה העיראקית – חרוצה, חריפה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,– – –,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"אני אומר את האמת, אני מתגאה בעדה. מה זאת אומרת? זאת עדה שמסיבה גאווה.קודם כול אני רוצה להודות לך, אדוני היושב-ראש, שנענית לבקשתי לקיים את הישיבה החשובה הזו. זוהי השנה השלישית שאני עומד כאן מעל דוכן הכנסת וזוכה להנציח את זיכרון הפרהוד. אני דור שלישי לניצולת פרהוד. אני מניח שזה לא משפט שאתם שומעים הרבה, אבל אני אומר שוב בקול רם וברור: אני דור שלישי לניצולת פרהוד. אימא שלי דור שני לניצולת פרהוד, ילדיי דור רביעי לניצולת פרהוד, וכמוני יש ילדים ונכדים ונינים לניצולי הפרהוד ברחבי הארץ. כנראה שעד שלא ראיתם את ציון היום הזה בסדר-היום לא ידעתם מה זה הפרהוד. רוב אזרחי מדינת ישראל לא יודעים מה זה הפרהוד, לא שמעו על זה, לא למדו על זה בבית הספר, לא קראו על זה. רק אנחנו, הדור השני, השלישי ואולי גם הרביעי יודעים מה זה הפרהוד. ולמה אני עומד פה שנה אחרי שנה ומספר לכם את זה? כי אם אני לא אנציח, כי אם אנחנו לא ננציח, הדור החמישי כבר לא ידע על זה, כבר לא יהיה מי שיספר להם, מי שיזכור.סבתא שלי, צ'חלה, נולדה בשנת 1936 לסלאח וגורג'יה מועלם בבגדאד שבעיראק. הם חיו שם ברחובות הצבעוניים של בגדאד, למדו בבתי הספר, בגנים, טיילו בעיר בחופשיות, שיחקו עם שכניהם המוסלמים. ילדות יפה, כך היא מספרת לי. כשהגיעה לגיל חמש, התנועה הנאצית החלה לשלוח את ידה אל עבר בגדאד. אישי ממשל שונים מהתנועה הנאצית ופוליטיקאים השתלבו ופעלו על מנת לבסס קשרים עם האליטה והממשל בבגדאד. שגרירויות בבגדאד תמכו ומימנו פעילות פשיסטית ואנטישמית, ובנוסף יצרו תעמולה אנטישמית מסיבית על תושבי בגדאד.השגרירות הגרמנית רכשה עיתון גדול בעיר והחלה לפרסם בו מדי יום קטעים מספרו של אדולף היטלר ""מיין קאמף"" בתרגום לערבית; ההנהגה החלה לנקוט צעדים נגד היהודים: תחילה פוטרו עשרות פקידי ממשל יהודים ממשרדי הממשלה, לאחר מכן החלו להגביל את מספר התלמידים היהודים בבתי הספר, מאות פוטרו מעבודתם, וגם החלה אלימות. בראש השנה נרצחו שלושה יהודים, ביום כיפור נשלחה פצצה לבית הכנסת, ובקיץ הושלך רימון יד למועדון היהודי ""לורה ח'דורי"" וצעיר יהודי נהרג. ב-1 ביוני 1941, חג השבועות, פרצו הפרעות; רחובות בגדאד הפכו לזירת טבח ממש, וצעקות ""אטבח אל-יהוד"" שטפו את השכונות. התושבים המוסלמים הצטרפו לחיילים והשוטרים והחלו לטבוח ביהודים, הכו בהם, דקרו ושחטו אותם בחרבות, בזמן שנהגי אוטובוסים דורסים את הגופות. הנשים נאנסו, הרכוש נבזז, בתי הכנסת והחנויות הוצתו וספרי תורה הושחתו. 179 נרצחו, 2,118 נפצעו, 242 ילדים נותרו יתומים, ורכושם של מעל 50,000 בני אדם נבזז. סבתא שלי ומשפחתה ניצלו בזכות משפחות מוסלמיות שגרו איתן בשכנות והחביאו אותם מהפרעות.אנחנו מציינים 81 שנים לפרהוד – – –",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,איימן עודה,הרשימה המשותפת,,"מה שאמרת חשוב, האמת גם הצבא העיראקי – – – נגד הפורעים.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"אולי אחר כך, אחרי שהם עשו את עבודתם.אנחנו מציינים 81 שנים לפרהוד – 81 שנים שהסיפור הזה נמצא בתוך המשפחות, בתוך הקהילה העיראקית, 81 שנים של מלחמה על הדבר הבסיסי ביותר: זיכרון של מה שהדורות שלפנינו עברו בשביל שאנחנו נחיה כאן במדינת היהודים. כ-19,000 ניצולי הפרהוד חיים היום בארץ. כל שנה אני מקבל המון תגובות נרגשות מהניצולים עצמם, לפעמים גם ממשפחותיהם. מילות תודה וברכה על כך שיש מישהו שמזכיר את הסיפור שלהם. הם לא מאמינים שמעל הדוכן בכנסת ישראל במדינת היהודים הם ישמעו מישהו מדבר על הכאב שהם עברו, על הקושי, על ההתמודדות. אני התחייבתי לשמר את הזיכרון. כאן המקום גם לציין את העיתונאית יערה זרד, שעושה עבודת קודש בהנצחת אירועי הפרהוד, לא רק ביום השנה לזכר הפרהוד – היא עושה את זה כל השנה על מנת להנציח ועל מנת שנזכור. תודה לך, יערה, בשמי ובשם כל יוצאי עיראק.לכן הגשתי הצעת חוק, אדוני היושב-ראש, שקובעת יום ציון לאירועי הפרהוד – קיום ישיבה בכנסת פעם בשנה, לימוד הנושא במוסדות החינוך ביום הציון ואפשרות של קיום עצרת מרכזית. העליתי אותה לוועדת שרים לחקיקה בלי בכלל לחשוב, לא היה לי ספק שיאשרו אותה – הצעה כל כך מתבקשת ובסיסית, בלי תוספת של שקל אחד – רק להנציח. שלחו אותי לדבר עם משרדי הממשלה, אמרו לי: תחכה שבוע, תחכה שבועיים, עוד שבוע, עוד שלושה שבועות, ואני, בלב שלם ונפש חפצה הלכתי ודיברתי עם משרד החינוך, עם משרד התרבות, עם מזכירות הממשלה, עם כולם. אני זה שעשיתי את הקישור ביניהם, וחיכיתי וניסיתי, ושוב, הכול כדי להעביר את הצעת החוק החשובה הזו. ואז אמרו לי: תשמע, אנחנו לא מעבירים עכשיו ימי זיכרון בנפרד, כי יש כמה; נעשה ועדה מרוכזת וביחד נעביר גם את זו, גם את שלך. הסכמתי ושיתפתי פעולה. ואז גיליתי, אדוני היושב-ראש – שיקרו לי בפנים. הממשלה לא מתכוונת לאשר את הצעת החוק. לא עכשיו, לא עוד שבוע ולא לעולם. מבחינתם ימי זיכרון זה להיסטוריה אחת, ובטח שהיא לא ההיסטוריה הזו.מחר עולה פה למליאה הצעת חוק שקובעת יום זיכרון לברל כצנלסון. זה פרצופה של הממשלה הזו: כצנלסון כן, אבל הפרהוד לא. שאליטת ממשלת השינוי תעשה משהו לטובת העיראקים? לטובת עובדיה, פרג', עיני, מועלם? היא לא תעשה. אבל זה לא חדש. כל מהות הממשלה הזו היא רמיסה של המזרחים, של החלשים, של הפריפריה, וזו הדוגמה הטובה ביותר לכך. רק עכשיו, רגע אחרי שפיזרתם כספים ממסוקים לזועבי, אתם מנהלים מלחמת חורמה מול ביטון מירוחם, שבסך הכול מנסה לסייע לתושבי הפריפריה. אימצתם מדיניות, גיליתם מקור תקציבי שאפשר לדפוק אותו – מיסים שמיועדים לחלשים ולפריפריה: גודש, חד-פעמי, שתייה ממותקת; ייקרתם את התחבורה הציבורית לאוכלוסיות מסוימות – חרדים ופריפריה; ביטלתם פרויקטים תחבורתיים מצילי חיים שמיועדים לתושבי הפריפריה. התושבים האלה הם לא הכספומט שלכם. פשוט תתביישו לכם.אנחנו נחזור בקרוב ונדאג לכל אותם אלו שרמסתם פה במשך חודשים, ונדאג גם להעביר את החוק הזה, החוק החשוב הזה, להנציח את זיכרון הפרהוד, חוק שאתם לא מוכנים לשמוע עליו, למען סבתי צ'חלה ולמען כל ניצולי הפרהוד ומשפחותיהם. תודה רבה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת אבוטבול, בבקשה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"12 שנים היו בשלטון, חוק פרהוד לא הצליחו להעביר, אבל למה לא לצאת על הממשלה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,מאז שאני פה אני מעלה את זה על סדר-היום.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,הזדמנות מעולה.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,את תפסיקי עם סיסמת 12 השנים.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,לא 12 שנים.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר","אופיר, ידידי היקר – – –",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"מאז שאני פה העליתי את החוק הזה, בידיים שלכם – – –",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר","לא, אופיר, ידידי היקר, הייתי עושה הפרדה בין ציון אירועי הפרהוד, נקי, כמו שמגיע. לא – – –",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,אני לא יכול לעשות הפרדה כשאתם אלה שלא נותנים לי להעביר את החוק הזה.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,– – –,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר","עזוב, אני לא מתווכח איתך פוליטית כרגע.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"זה לא פוליטית. זה להעביר את החוק הזה. אין לו תקציב. ימי ציון אחרים כן, ואת זה לא, למה לא?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,מיקי לוי,,"היו""ר",אתה רוצה שאני אענה לך באותו מטבע? שלוש שנים – – –,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"שלוש שנים שאתה פה, למה לא העברת?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"העליתי את זה עכשיו, עשיתי ימי ציון, אמרו לי: תעשה חוק. למה לא אישרתם?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,– – –,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"מה מפריע לכם לאשר? עכשיו את בממשלה. עכשיו את בממשלה, למה אתם לא מאשרים?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"תגיד לי, למה לא העברת עד עכשיו?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,למה את עכשיו בממשלה לא מאשרת? תעני לי.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"אמרו לך שיש ועדה, נכון?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"נכון. ובוועדה הזאת החליטו רק את ימי הציון שלכם, של ברל כצנלסון. חס וחלילה משהו ליוצאי עיראק.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,אני אענה לך על הדוכן.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"תעני על הדוכן. אם יש לך מה לענות, ובבקשה, בלי סיסמאות ""12 שנה"".",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"לא, אין סיסמאות.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,יבגני סובה,,"היו""ר","חבר הכנסת משה אבוטבול, בבקשה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,רק עובדות.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,"את זה שמעתי, ""12 שנה"". עכשיו תעני לי – למה דחיתם את הצעת החוק?",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,אני רוצה לדעת – – –,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,אופיר כץ,הליכוד,,מה כואב לכם שנעמוד פה כל שנה וננציח את זה?,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"אני, כואב לי שאתה משתמש במזרחיות כדי להתנגח בממשלה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,משה אבוטבול,"ש""ס",,"זו זכותי להשתמש במה שאני רוצה כל עוד אתם משפילים אותנו, רומסים אותנו, את המזרחים ואת הפריפריה.אני מבקש מכבוד השרה – – –",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,קארין אלהרר,,שרת האנרגיה,"זה כואב לי, כי יש גם מזרחים בממשלה.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,יבגני סובה,,"היו""ר",עוד לא הפעלתי שעון.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,משה אבוטבול,"ש""ס",,"כבוד השרה, אולי, אולי – באמת זה לא ייגמר בדבר כזה. אולי תשבו יחד באיזה חדר סגור, אולי תשתכנעי ממה שהוא אומר. אני אשמח מאוד.",ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
,,יבגני סובה,,"היו""ר",חמש דקות.,ציון אירועי הפרהוד – הפרעות שנערכו בקהילה היהודית בבגדאד,
