knesset,session,speaker,party,role,text,subject,sub_subject
,,עופר כסיף,הרשימה המשותפת,,"הינה, עוד אחד מאיים. אתם מפחדים. אתם – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אתה לא ציוני. חבר הכנסת כסיף, דיברתי על הציבור הציוני, ואתה לא מחשיב את עצמך אפילו כאדם ציוני.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,"אני מבקש לדייק: אני אנטי-ציוני, לא סתם לא מחשיב. אני גאה בזה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אבל אני מדבר לציונים. 90% מן הציבור מגדיר את עצמו כציוני, ואני אומר את זה כאן מעל הדוכן: היום הזה, 1 ביוני 2022, תזכרו היטב, הציבור היהודי הציוני קרוב לנקודת הרתיחה – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,סמי אבו שחאדה,הרשימה המשותפת,,אתה יכול לרדת. אנחנו מבינים את זה. אתה יכול לרדת.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"– – קרוב לנקודת הרתיחה, קרוב מאוד, וכשזה יקרה, זה יהיה רע ומר.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,לכם יהיה רע ומר. לכם יהיה רע ומר. בגללכם.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אדוני היושב-ראש, חברות וחברי הכנסת, התופעה הנקלית, המסוכנת והמדאיגה של תקיפת צוותים רפואיים חייבת להסתיים. היא תופעה מעוררת סלידה, והיא מעוררת כעס אצל כל מי שרואה את הסרטונים, את התיעוד של התקיפות הברבריות הללו. התוקפים אינם מבחינים בין רופאים ורופאות, אחים ואחיות; פשוט מעשי בריונות ואלימות פראיים, חסרי הבחנה.ואגב, הדוגמה האחרונה רק משלשום: בעיתון ידיעות אחרונות מביא הכתב ישראל מוסקוביץ', אשר מסקר את אזור הגליל והעמקים, ידיעה על הצוותים הרפואיים הנמצאים תחת מתקפה. וכך הוא אומר: המזכירה הותקפה כי הבדיקה נדחתה. היא זעמה, החלה להשתולל, שברה חלון והשליכה חפץ על אחת העובדות שנפגעה.זה קורה, חברות וחברי הכנסת, שר העבודה והרווחה, זה קורה בבית החולים סורוקה, ויושב כאן שר הבריאות לשעבר, המודע היטב, השר ליצמן; זה קורה בנהריה; זה קורה ברמב""ם. זה קורה על ידי, לצערי הרב, משפחות שלמות, אלימות, רובן – צריך לומר את האמת, צריך להגיד את האמת, אני לא אסתיר את האמת כאן – על ידי אזרחים ישראלים ערבים, שלא בוחלים גם בתקיפת צוותים רפואיים שהם ערבים, שלמדו בישראל או במקומות אחרים. זה דבר בלתי נסבל.אגב, החוק הזה כמובן מיועד להגן על כל הצוותים הרפואיים, על יהודים, מוסלמים, נוצרים, דרוזים, בדואים, צ'רקסים שהם חלק מן הצוותים הרפואיים בסגל הרפואי של מדינת ישראל, ונועד לומר למתקיפים, יהיו אשר יהיו: עד כאן. לא תוקפים. אני מבין שכשאדם בא אל קרוב משפחתו והוא נמצא במצב כזה או אחר במיון כמה שעות, או במסדרון כמה שעות, העצבים רופפים. זה קורה כמעט לכל אחד. אבל אפשר לבוא לצוות, לדבר איתו, גם בתקיפות, אבל לא לנהוג באלימות, לא להשליך חפצים, לא להכות, לא לקלל, לא להפוך חדרי מיון שלמים על היושבים בהם בצורה שמסכנת גם את הרופאים וגם את הרופאות, גם את האחיות והאחים וגם את המאושפזים האחרים.החוק הזה, השר שטרן, השר כהן, הוא מאוד פשוט. הוא לא מורכב. אין כל סיבה שייחשב כקונטרוברסלי. הצעת החוק מבקשת להגדיר מאבטח במוסד רפואי כעבודה מועדפת לחיילים משוחררים, אותו חוק שחוקק בבית הזה באמצע שנות התשעים והכניס בעצם לאותה חבילה מספר רב של מקצועות, של תפקידים. יש שם, כידוע לכם, בתחנות הדלק, במלונאות, בעבודות מתכת, חייטות, חקלאות, בעבודות בניין – כל הדברים הללו. הצעת החוק מבקשת להוסיף אבטחה במתקן רפואי.לא היה אמור בכלל להיות כאן ויכוח, אדוני היושב-ראש, בעניין זה. אני מצטער מאוד אם אכן החלטת ועדת השרים לחקיקה היא להתנגד לחוק הזה. אני מקווה מאוד שלא משום שהוא בא מחברי כנסת מן האופוזיציה. היום הסכום מתקרב ל-10,000 שקלים. הוא גם נמוך מדי, כמובן, אבל ודאי חיוני לכל חייל שמשתחרר מהצבא.אני דֻּווחתי שמתקיימת ועדה שאמורה לבדוק את כל המכלול של עבודה מועדפת לחיילות וחיילי צה""ל המשתחררים, ומקבלים בעצם את המענק הזה, החד-פעמי – אגב, המענק הזה, השר כהן, כידוע לך, איננו רב-פעמי, הוא חד-פעמי, וגם סכומו איננו גבוה. עכשיו אני מבין שיש פיקוח בממשלה אם זה למקצועות סיעודיים, אדוני היושב-ראש, או לאבטחת מוסדות רפואיים. שניהם חשובים, שניהם חשובים, אני כבר אומר. אינני מוצא כל סיבה שהקואליציה תצביע נגד החוק הזה, כולל חברי כנסת מן הסיעות הערביות – גם הם אינם צריכים להצביע נגד החוק הזה, הנותן הגנה גדולה לצוותים הרפואיים מצד אחד, למאושפזים מצד אחד. בתי החולים אינם מבחינים בין איש לרעהו.ולכן הצעתי היא – השר, אם אתה עוד יכול לשנות את ההכרעה, הכרעה שגויה, של ועדת השרים לחקיקה, שמתנגדת להצעת החוק הזאת. תודה, אדוני היושב-ראש.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","תודה, חבר הכנסת אופיר אקוניס.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,ינון אזולאי,"ש""ס",,"תמשיך, תמשיך – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",אתה רוצה למשוך עוד שתי דקות?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אה, הוא מצמיד. כן.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","טוב, תמשוך.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"כיוון שהבא בתור המוצמד אליי, שגם שמו היפה הוא אופיר, אז מאחוות האופירים אנחנו נחכה שהוא יעלה לכאן. אני הבנתי אתכם, ואנחנו נחכה להגעתו של חבר הכנסת כץ, חבר הכנסת אופיר כץ.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",אבל נתקן אותך – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"כן, בבקשה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",אפשר לתקן אותך.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,אפשר לנסות.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","ההתייחסות שלך לחוק, שקדם לזה פטור משכר לימוד, זה לא לגבי סטודנטים ערבים – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,בוודאי.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",– – והיהודים שלא – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,לא התכוונתי לזה.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",ההתייחסות שלך הייתה כאילו שזה – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"לא, לא. אז אני אומר, אם לא הובנתי כהלכה בשלוש הדקות הראשונות שבהן אני יכול לנמק את הצעת החוק, התייחסתי לנאום של חבר הכנסת הקודם שהיה כאן, שתחילת נאומו – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,קריאה,,,מה השם שלו? מה השם שלו?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"חבר הכנסת עודה. 75% מנאומו ההוא התייחס בשטנה אל השמאל הציוני בכלל. הוא אפילו לא דיבר עליי, הוא לא דיבר עליי ועל חבריי. הוא דיבר על השר כהן, הוא דיבר על אלון שוסטר, הוא דיבר על בועז טופורובסקי, המכונים השמאל הציוני, ואכן, הם שמאל ציוני, והוא בא אליהם בטענות. ואני אמרתי שכל מה שהוא רוצה זה רק לקבל מהמדינה הזאת באמצעות החוק הזה. אני בטוח שהוא לא חל רק על סטודנטים ערבים. זה ברור. אין דבר כזה, זה לא יכול להיות.אבל הגישה הזאת שבאה ואומרת בשפה אחת: ישראל היא מדינת אפרטהייד – אגב, זה שקר מתועב. כל מי שאומר את הדבר הזה – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,האמת כואבת. האמת כואבת.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"כל מי שאומר – אתה במדינת אפרטהייד לא היית יושב כאן, חבר הכנסת כסיף.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,תמשיך להתכחש. תמשיך להתכחש.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,ואתה וחבריך – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,כנראה שאתה – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אתה הרי יודע שאתה משקר, וזה הדבר החמור. כיוון שהאינטליגנציה איננה ממך והלאה, איננה – יש לך תכונות אחרות שהן ממך והלאה: אהבת ישראל, ציונות, לאומיות, פטריוטיזם, אלה הן כן תכונות שהן ממך והלאה, אבל לא הבינה – אתה יודע בבינתך, שישראל איננה – בדיוק הפוך. וגם היושב-ראש היושב עכשיו יודע – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,"תיתן לי זמן, אני אוכיח לך שאתה טועה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,– – שלא רק שאיננה מדינת אפרטהייד – המדינה הנותנת את הזכויות הרבות ביותר לכל מיעוטיה.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,"כבר דיברתי על זה פה, אבל אני מוכן עוד פעם.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"הדבר הזה לא קורה בשום מקום בעולם. כשבשווייצריה לא הייתה זכות הצבעה לנשים עד 1971, בישראל כבר הייתה זכות ההצבעה – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,מה הקשר?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"– – למיעוטים הערבים אזרחי ישראל מ-1949, ומאז הם מיוצגים כאן בכנסת ישראל.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,גם זה לא נכון. גם זה לא נכון. זה לא מדויק.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,למה להתווכח תמיד על עובדות? אתה יכול להתווכח. אתה וכחן – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,אני מוכן. אתה רוצה שאני אוכיח לך שאתה טועה?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,אתה וכחן מעצם קיומך.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,אני אוכיח לך שאתה טועה.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"לא. לא, אני לא רוצה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","חבר הכנסת עופר כסיף. עוד נקודה, חבר הכנסת אופיר אקוניס.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"אני אומר לך, אני לא רוצה, כי אז אתה תבקש זמן פה, אז אני לא רוצה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",גם בהצגת החוק שלך דאגת ככה להבליט את הנושא שמשפחות או יחידים – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,עופר כסיף,הרשימה המשותפת,,לצערי.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","– – ערבים מעורבים באלימות בתוך בתי חולים, אפילו נגד הצוות הערבי.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,נכון. כך היה למשל לפני כשלושה שבועות.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",זה גם שם את החוק הזה לכאורה במחלוקת – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,לא לא לא. החוק הזה לא אמור להיות – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","אתה לא היית צריך להבליט את זה. תן לנו להתעסק עם הנושא הזה ברמה עניינית, ולא להתחיל לתייג אנשים פה ושם.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,סמי אבו שחאדה,הרשימה המשותפת,,"אפשר בפרסה, אפשר בפרסה לנהל את הדיון הזה – – – כן, בפרסה.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"קודם כול, אני רוצה לומר לך שלצערי אלה הם פני הדברים. לא בשמחה אמרתי את הדברים אלא כעובדה אמרתי את הדברים, ואני הייתי שמח – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר",יש נתונים רשמיים?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"יש נתונים, ודאי, ואנחנו גם יכולים – – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,סמי אבו שחאדה,הרשימה המשותפת,,יש קפה בפרסה – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,אופיר אקוניס,הליכוד,,"ודאי שיש נתונים, ואנחנו נוכל לחשוף אותם בפני הכנסת. אני אשמח אפילו.ובכל מקרה, החוק הזה, כפי שאני אדגיש, ובזה אסיים, מיועד לכל הצוותים הרפואיים, יהיו אשר יהיו, דתם תהיה אשר תהיה. ואני יודע כאזרח ישראלי שיש רבים בצוותים הרפואיים שהם ערבים אזרחי ישראל, והם מותקפים, לצערי, גם על ידי משפחות ערביות.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר אקוניס)
,,מנסור עבאס,,"היו""ר","תודה, חבר הכנסת אופיר אקוניס.[הצעת חוק פ/3036/24; נספחות.]","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר","אנחנו עוברים להצעה המוצמדת, של חבר הכנסת אופיר כץ – הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת). בבקשה, שלוש דקות.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,"תודה. אדוני היושב-ראש, חבריי השרים, חשוב לי לפתוח ולשלוח חיזוק לכל הצוותים הרפואיים. תרימו ראש, שלא תיפול רוחכם. אתם עוברים באמת תקופה קשה, תקיפות מחרידות מצד עבריינים אלימים שצריכים להיות בכלא. האמת היא שהיה לי גם חוק להחמרת ענישה לתוקפי צוותים רפואיים עוד לפני ארבעה חודשים, אבל הקואליציה הפילה לי את החוק, כי אני חבר אופוזיציה. הם גם מגישים עכשיו – יש עכשיו חגיגה של הצעות חוק על צוותים רפואיים, גם מהממשלה, גם חברי כנסת מהקואליציה, אבל אלו שמטיפים לנו על ענייניות, אז לי הם הפילו את החוק.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר","הבעיה, אופיר, שאת זה למדנו מהליכוד – –","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,"כן, כן.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר",– – שהצבעה במליאה היא לא עניינית אלא – – –,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,"הינה, עכשיו. אז למה הבאתם ממשלתית אחרי שהפלתם לי?","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר",אוקיי.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,מה ענייני בזה?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר",הליכוד הוביל את המדיניות הזאת.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,מה ענייני בזה?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,מנסור עבאס,,"היו""ר",הליכוד הוביל את המדיניות הזאת.,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,אופיר כץ,הליכוד,,"לגבי החוק שאנחנו מעלים, אני וחברי חבר הכנסת אקוניס, במהלך הסיורים שלי בבתי החולים – וסיירתי בכל בתי החולים בפריפריה לא פעם אחת – אין מנהל בית חולים שלא העלה את המצוקה של מאבטחים שקשה לגייס. כל בית חולים העלה את הדרישה הזאת: תעשו משהו, תגרמו לזה שזאת תהיה עבודה מועדפת, לתת תמריץ לחבר'ה צעירים לבוא ולעבוד פה ולאבטח. זה לא בא משום מקום, הרעיון הזה של לתת עבודה מועדפת.עכשיו אני רוצה להגיד לכם, מאבטח בבית חולים זה לא נחשב עבודה מועדפת. שימו לב מה כן נחשב עבודה מועדפת: מלצר במסעדת קינוחים, עובד מאפייה, עוזר ברמן בספינת נוסעים, סיכאי בתחנת דלק, כורך בבית דפוס, בניית פרגולות, מלצר בבית מלון, מתקין דשא סינטטי, ויש עוד רשימה ארוכה. כמובן שכל המקצועות חשובים ומכובדים, אבל אני חושב שלמאבטח לתת תמריץ בשביל להכריז כעבודה מועדפת – אז אין ספק שמאבטח בבית חולים צריך להיות. אני לא מבין את פשר ההתנגדות של הממשלה.האחריות שלנו כמחוקקים היא לשמור בראש ובראשונה על מי ששומר עלינו, ואנחנו לא עושים את זה. כשדיברנו עם הממשלה אז הם הציעו לנו לדחות את זה בחודש. חבר הכנסת אקוניס בא להתייעץ איתי אם לקבל את העמדה. אמרתי לו, מניסיוני בחודשים האחרונים, לא לקבל שום עמדה של הממשלה, כי בממשלה הזאת יושבים שקרנים, נוכלים, שעובדים על חברי כנסת פה. קרה לי לא פעם שהממשלה אמרה לי: בוא תחכה חודש, נדון איתך. החודש הזה הפך לארבעה חודשים, אף אחד לא דן ואף אחד לא פנה. היו לי כמה מקרים כאלה על חוקים, כמו הפרהוד, שהבטיחו לי שתהיה ועדה ונקדם ביחד. כמובן ששיקרו ורימו וזרקו אותי עם החוקים שלי.אז אני מציע גם לחבריי: כל פעם שבממשלה אומרים לכם לדחות, אל תקשיבו להם. הם חבורה של שקרנים שלא עומדים במילה שלהם והם מנסים אך ורק לדחות ולערבב אותנו.","הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
,,יואב קיש,הליכוד,,הופתעת?,"הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2021",(הצעת חבר הכנסת אופיר כץ)
