knesset,session,speaker,party,role,text,subject,sub_subject
,,איתמר בן גביר,הציונות הדתית,,"אדוני יושב-ראש הכנסת, כבוד השר, סגן השר, יושבת-ראש הוועדה לביטחון הפנים, נכבדיי חברי הכנסת ונציבת שירות בתי הסוהר קטי פרי, שמכבדת את כולנו; אחיי השוטרים, אנשי שב""ס, לוחמי האש, גיבורי התהילה כולכם; אתם, ששומרים על כולנו בכל מקום, שמפסידים שבתות וחגים עם המשפחה; אחים שלנו, שמסכנים את חייכם כדי לאפשר לכולנו לחיות; אתם, אנשי המשטרה, שעומדים שעות על גבי שעות בהר הבית, בדרום, בצפון, במרכז, עם ציוד מלא, בעבודה אינטנסיבית בלי שעות נוספות, בשכר זעום ובמוטיבציית שיא מול פורעים מבית ומחוץ; אתם, אנשי שירות בתי הסוהר, שנמצאים בחזית מול מחבלים ואסירים פליליים קשים תוך מסירות נפש של ממש, חוסר רציני בתקציבים, בעבודה קשה וסיזיפית מאחורי חומות הכלא; אתם, אנשי כיבוי האש, שלא תמיד זוכים להוקרה אבל תמיד תמיד מקריבים את עצמכם ומכניסים את עצמכם למקומות סכנה, וכל זאת כדי להציל נפשות בישראל – אנחנו חייבים לכם ולבני המשפחות שלכם, לנשים, לילדים, לבעלים, תודה. אנחנו חייבים לכם את חיינו. אנחנו חייבים לכם את היכולת לחיות במדינתנו. האהבה אליכם חוצה מגזרים, חוצה גבולות. אתם ארץ ישראל היפה.נער הייתי וגם בגרתי, ונדמה לי, אדוני היושב-ראש, שאני מכיר כל כך הרבה שנים את כל כוחות ביטחון הפנים – כמפגין במוקדים ציבוריים עם שוטרי יס""מ, סיור, חוקרים וקצינים, וגם לא פעם בבתי מעצר ובעבודות שירות, כעורך דין שבא במגע מול כל כוחות ביטחון הפנים: משטרה, שב""ס, כיבוי אש, כאשר לא פעם ייצגתי אתכם בבתי המשפט, והיום – כחבר כנסת, שנכון, לפעמים יש לו שאלות, לפעמים יש לו תהיות, אבל תמיד תמיד איתכם, בשבילכם, בכל דיון בוועדה החשובה של חברת הכנסת מירב בן ארי, בשאילתות, בהופעות פומביות, בדרישה לשמור עליכם, בטלפונים לתוך הלילה כדי לחזק אתכם ולבקש מכם: רק תמשיכו.אנחנו מגבים אתכם במלחמה הקשה בטרור. אנחנו סומכים עליכם בטיפול בכל אירוע ביטחוני ואזרחי. אבל הכי חשוב, חבריי חברי הכנסת ואדוני סגן השר: אנחנו צריכים להיות הגב שלכם כאן בכנסת. מגיע לכם, מגיע לכם שנהפוך עולמות בשבילכם כדי להעלות לכם את המשכורות. לא כי זה אינטרס שלכם – זה אינטרס שלנו. מגיע לכם שניתן לכם יותר אמצעים, יותר יכולות, יותר תקציבים, ובעיקר – מגיע לכם שנאפשר לכם יד חופשית במלחמה הכי חשובה שלכם ושלנו: המלחמה נגד הטרור שמאיים להשמיד אותנו, וחובה עלינו לכסח לו את הצורה.אני מצדיע לכם, אחיי גיבורי התהילה, ברכת השם עליכם. שהקדוש ברוך הוא יברך אתכם, יצליח דרככם, ידבר שונאינו תחתיכם, ונאמר אמן.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה. חבר הכנסת קושניר, בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,אלכס קושניר,ישראל ביתנו,,"אדוני היושב-ראש, אדוני השר – שני שרים – רבותיי השרים, סגן השר יואב סגלוביץ', חברתי מירב בן ארי, יושבת-ראש הועדה – אני מברך אותך על היוזמה המדהימה הזאת של היום הזה – אורחים נכבדים, אנשי כוחות ביטחון הפנים, אני רוצה לספר לכם שני סיפורים: האחד מאוד אישי, שקרה לי ממש לפני שבוע. יש לי שכן שוטר, ואנחנו רואים אחד את השני בדרך כלל בכניסה לבית, נכנסים ויוצאים, נכנסים ויוצאים. פתאום אני רואה אותו עם יד בגבס. אני אומר לו: מה קרה? ואז הוא אומר לי כלאחר יד: אה, הפס""ד – והמשיך בשגרה. וזה בעצם כל כך צרם לי, אמרתי: אנחנו חיים את היום-יום שלנו, ויש אנשים שכל יום, כל יום, מסכנים את החיים שלהם כדי שאנחנו נוכל לחיות. אנחנו כמובן רואים בתקשורת, נחשפים לסיפורי הגבורה של השוטרים – שני הסיפורים האחרונים, כמובן, של נעם רז, זיכרונו לברכה, ואמיר ח'ורי, זיכרונו לברכה – אבל יש גם שוטרים ושוטרות שקופים, שאנחנו לא רואים אותם.אני רוצה לדבר רגע על מוקד 100. מוקד 100, שמקבל כמות בלתי סבירה של שיחות, שרובן לא דורשות איזושהי פעולה, ובתוך השיחות האלה השוטרים והשוטרות צריכים לזהות את הנקודה שבה צריכים לפעול. אני רוצה לדבר על שוטרת אחת שקוראים לה עדן בן שמעון, היא משרתת במחוז מרכז, שהצליחה לזהות את מצוקתה הנפשית של אישה שהתקשרה למוקד 100. דמיינו לכם, יום שישי, 03:00, היא מקבלת שיחה, ובצד השני יש אישה בוכה ומפוחדת, אבל מסרבת להזדהות ומסרבת להגיד איפה היא נמצאת. אז עדן השוטרת לא מוותרת: 17 דקות שיחה – 17 דקות שיחה איתה, היא מפעילה את כל האמצעים שצריך כדי לאתר אותה ושולחת לשם ניידת. השוטרים מגיעים לדלת של הבית, מצלצלים, דופקים בדלת – לא פותחים. הם פורצים פנימה ומזהים, רואים אישה מדממת וממש מצילים את חייה. אני בטוח שיש אין-ספור סיפורים כאלה כל יום, כל היום, כל שבוע, ואת זה אנחנו לא תמיד רואים ולא תמיד מעריכים, והרבה פעמים מקבלים את זה כמובן מאליו. אבל אותם שוטרים ושוטרות משלמים מחירים כבדים כל יום בשבילנו. הם לא רואים את המשפחה, כמעט לא מבלים עם חברים. כשכולנו מבלים בחג, הם עובדים.הרבה פעמים הם ""זוכים"" לגידופים וקללות, ולפעמים גם למכות, אבל כשאנחנו ישנים בלילה – הם במשמרת, וכשאנחנו עם הילדים – הם אלה ששומרים עלינו, וכשאנחנו במצוקה – הם הראשונים שאנחנו מתקשרים אליהם.עבור אותם שוטרים ושוטרות לא באמת קיימת הפרדה בין אירוע פח""ע לאירוע אזרחי. זאת אומרת, יכול להיות מצב שבבוקר הם מתמודדים עם יידוי אבנים בשייח' ג'ראח, ושעה אחר כך הם צריכים לתת מענה לילד בן שש שהלך לאיבוד או לסבתא בת 90 שנשדדה, ובעוד שעה יש סגירת אזור בעקבות איזשהו אירוע. בסופ""ש מקפיצים אותם לירושלים לתגבור בפעילות בהר הבית, אבל ביום ראשון הם צריכים לקחת את הילד שלהם בבוקר לגן או לבית הספר, לעשות את זה בחיוך ובשלוות נפש.כדי להגיע לשלוות נפש של עובד ועובדת בארגון, צריך להשקיע בארגון. צריך להשקיע משאבים, לטפח עובדים, לחזק אותם, לתת להם כלים, ליווי, השכלה, השתלמות, ליווי פסיכולוגי ומנוחה. כדי שהשוטרים יקבלו מנוחה צריכים לגייס עוד שוטרים; כדי לגייס עוד שוטרים צריך לשפר את התנאים של המערכת, כל הזמן. במשך השנים, משטרת ישראל – כל מערך ביטחון הפנים היה מורעב והתנהל בחוסר תקציבי משווע. אני שמח לומר לכם, חברים, שאנחנו בממשלה הזאת מתקנים את זה. רק למשטרת ישראל הוספנו 1,000 תקנים חדשים של שוטרים ו-770 מיליון שקלים. אצלי בוועדת הכספים כמעט מדי שבוע אנחנו מאשרים העברות תקציביות של מאות מיליונים לכל מערך הבט""פ כדי לעזור להם להתמודד עם גל הטרור והאתגרים הנוספים שיש – ויש כל הזמן, יש כל הזמן חדשים.אני רוצה להצדיע לכם, שוטרי משטרת ישראל, לוחמי האש וסוהרי שירות בתי הסוהר, ולכלל האנשים שעוסקים בהגנה על האזרחים והאזרחיות של מדינת ישראל. תודה רבה לכם מכל הלב.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה לחבר הכנסת קושניר. סגן השר סגלוביץ', בבקשה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,יואב סגלוביץ',,סגן השר לביטחון הפנים,"זהו יום הוקרה לכוחות ביטחון הפנים, וקודם כול הזדמנות לומר פשוט תודה. נציבת שירות בתי הסוהר, שיושבת כאן, אדוני היושב-ראש, ניצב בדימוס מיקי לוי וכל השוטרים, הכבאים, אנשי שירות בתי הסוהר באשר הם, מפה אנחנו אומרים תודה. אבל יש לנו עוד תפקיד חוץ מלהגיד תודה, והתפקיד שלנו, כפי שאני רואה אותו, הוא לעשות שינוי עמוק בדרך שבה תופסים בכלל את נושא הביטחון הלאומי.למרות שזה יום הוקרה, אני רוצה להסתכל – לשים תמונת מראה עלינו, לא עליכם. לכם יש תמונות מראה כל יום. דווקא ביום ההוקרה הזה לכם, אני רוצה לשים תמונת מראה עלינו, עליי. האם מה שאמרנו פה כולנו – אנחנו פה, ובכנס המקסים שהיה פה לפני כן, שחברתי מירב בן ארי ארגנה – מה אנחנו הולכים לעשות מחר בבוקר? כשאני אומר ""מה אנחנו הולכים לעשות"", זה מה יהיה פה, בכנסת ישראל, מה יהיה בממשלה ומה יקרה פה עוד איקס זמן.אני רוצה להגיד שתי מילים על ביטחון לאומי; זה דבר שאני חושב עליו שנים רבות, שנים רבות לא יכולתי להתבטא עליו בחופשיות, אבל פה אני מרגיש חופשי, גם מתוקף תפקידי וגם מתוקף הבית הזה: כאשר מדובר על איום חיצוני, אנחנו מתכנסים לישיבות ליליות ארוכות, אבל כאשר אנחנו רואים דברים שקורים בביתנו אנו פנימה, בכל התחומים כולם – לעיתים אנחנו מהנהנים בראש, עושים דיון תקציבי כזה או אחר, אבל התפיסה העמוקה, הבסיסית, של מהו ביטחון לאומי – זה יעד שעוד לא הגענו אליו שנים רבות. התפקיד שלנו הוא לשים את זה על סדר-היום, כי החוסן החברתי והביטחון הלאומי, הפנימי, הם הדבר המרכזי ביותר שרק אפשר לחשוב עליו.אני רוצה לפרוט את הדברים הגדולים לפרטים, כי האמת נמצאת שם. אז ברגעי קיצון, ברגעים של אומץ לב, אנחנו מעלים על נס את אנשי כוחות ביטחון הפנים. זה יכול להיות כשיש שרפה גדולה, ואז יש שידורים בטלוויזיה ואנחנו רואים את הכבאים נלחמים; זה יכול להיות באירוע של חיסול מחבלים, ששוטר נוסע על אופנוע – אמיר ח'ורי, זיכרונו לברכה – ומסתער לבדו, נורה ונהרג; זה יכול להיות באירועים קשים מאוד שעובר שירות בתי הסוהר כל יום, כל הזמן, בכל בתי הסוהר, וזה קשור לחוסן הפנימי שלנו, מה עושה אדם או אישה שנכלאים בדין בגין עבירה אבל חוזרים לחברה – האם אנחנו עושים הכול או עוצמים את עינינו? והמציאות היא שאנחנו עוצמים את עינינו חלקית. השאלה היא מה עושים. כי בתנאים הבלתי-רגילים, הקשים, שעוברים כל האנשים האלה – בואו, אנחנו מדברים פה על כיבוי והצלה? כיבוי והצלה, בהגדרה, לא מוגדר עדיין, אמיתי, חוקית ולפי התקנון, כגוף ביטחוני על כל המשמעויות שלו. עדיין לא. זאת המציאות. הבית הזה יכול לשנות אותה. הבית הזה יכול לשנות את המציאות הזאת. אם אנחנו רוצים לייצר שיקום אמיתי – אנחנו באים רק כאשר יש איזה אירוע קיצון בשירות בתי הסוהר, אבל לא רואים את כל המערך האדיר של השיקום שיש, ואיך חוזרים לחברה לאחר מכן ואם יש מי שיקבל את האסיר לחברה לאחר מכן.וכשמדברים על שיטור, רואים בדרך כלל או את האירועים של פיזור המון או אירועים בהר הבית או אירועים בשייח' ג'ראח או הפגנה גדולה אחרת. אבל מה עם היום-יום? מה עם היום-יום – עם טיפול בתאונות דרכים, עם הגעה לאירוע, לזירת עבירה? ליכולת לתת מענה מיטבי בתחנת משטרה מודרנית, שאתה נכנס אליה ומקבל שירות? זה התפקיד של הבית הזה, ולשם אנחנו צריכים ללכת.אמרתי את כל הדברים האלה כי אני לא יכול רק לומר לכם תודה ביום כזה – את זה אני בוודאי אני עושה, ואני משתדל לעשות את זה ככל שאני מסוגל גם בבית הזה – אלא כדי לראות איך אנחנו, באופן כללי, הבית הזה – ללא הבדל היכן יושב כל אחד, היום אני פה, מחר אני אהיה שם – איך לוקחים את כוחות ביטחון הפנים והופכים אותם באמת להבנה עמוקה של חלק מהביטחון הלאומי. כי הסיפור פה הוא לא סיפור של כסף; הכסף מגיע רק אחרי הקשב; לא באירועים חריגים, אלא בשגרה, ביום-יום, כי היום-יום הוא מה שמכתיב את חיינו, וביום-יום הזה נמצאים כל הזמן שוטרים, סוהרים ואנשי כיבוי.עוד דבר מיוחד למערך הזה: אין לו באמת ובתמים מי שיחליף אותו. אין מי שיתגבר אותו באמת. אז יש אי פה אי שם כוחות מילואים למשטרה, אבל בסוף, כיבוי אש זה כיבוי אש ואין בלתו, וכך גם שירות בתי הסוהר, וכך גם בגדול המשטרה. לכן צריכים משטרה חזקה יותר, כיבוי אש חזק יותר, שירות בתי סוהר חזק יותר וטוב יותר. זה נכון שיש בעיות, יש תקלות, והבית הזה – תפקידו גם לפקח, לבקר את הארגונים, את המשרד, אותי; אבל החיבוק לא צריך להיות רק ביום הזה, החיבוק – והוא מתקרב – צריך להיות ביוני, בתקציב המדינה החדש. שם מתחיל הכסף. הקשב צריך להתחיל הרבה קודם.אני מברך אתכם, אני גאה לעמוד פה על הדוכן הזה כמי ששירת שנים רבות במשטרת ישראל ולברך אתכם ביום הזה – זאת התרגשות כפולה מבחינתי. אנחנו נעשה את כל מה שאנחנו מסוגלים כדי לקחת את כל הארגונים היקרים האלה ואת האנשים היקרים האלה למקום הכי טוב שמגיע לכם, ומגיע הרבה יותר. תודה רבה.",ציון יום ההוקרה לכוחות ביטחון הפנים,
,,מיקי לוי,,"היו""ר","תודה רבה לסגן השר. תודה רבה לחברת הכנסת בן ארי, שיזמה את היום הזה. אורחים יקרים, תודה לכם.",ציון יום שיקום האסיר,
,,מיקי לוי,,"היו""ר","אם כך, אנחנו ניגשים לנושא השני בסדר-היום, ציון יום שיקום האסיר – הצעות לסדר-היום מס' 2385, 2428, 2445 ו-2457. חבר הכנסת אזולאי, בבקשה.תודה רבה לנציבת שירות בתי הסוהר. בהצלחה.",ציון יום שיקום האסיר,
,,ינון אזולאי,"ש""ס",,"ברשות היושב-ראש, כבוד השר, חבריי חברי הכנסת, גם אני רוצה לברך אותך על היום הזה, ואת כל כוחות הביטחון, שעושים עבודת קודש. לפעמים אתם שומעים את הביקורת, אבל הביקורת היא בונה. כשאני פונה – ופניתי אלייך, קיבלתי מענה, ועם כל הביקורת שיש אני חושב שהביקורת היא בונה את כולנו. ולכן אנחנו פה, באמת בשביל לעשות את השליחות ביחד ולחזק אתכם. עכשיו זה ממשיך – יום שיקום האסיר, שגם זה שייך אלייך, ואת עושה גם שם עבודת קודש. תודה רבה לכם.",ציון יום שיקום האסיר,
,,מיקי לוי,,"היו""ר",תודה רבה. בהצלחה. בבקשה.,ציון יום שיקום האסיר,
,,ינון אזולאי,"ש""ס",,"אדוני היושב-ראש, חבריי חברי הכנסת, כבוד השר, אתה נראה אותו דבר. הרבה זמן לא ראיתי אותך, ונשארת אותו דבר.",ציון יום שיקום האסיר,
,,מאיר כהן,,שר הרווחה והביטחון החברתי,ברוך השם.,ציון יום שיקום האסיר,
,,ינון אזולאי,"ש""ס",,"ברוך השם. היום – קודם כול, אגיד מילה טובה לחברת הכנסת, יושבת-ראש הוועדה לזכויות הילד, חברתי מיכל שיר, שיזמה את היום החשוב הזה. זה יום לציון שיקום האסיר. אנחנו רגילים לשמוע על אסירים, ואני בן לאבא שהיה מבקר אסירים – הוא היה נקרא בפי כול ""רב אריה לוין של הדור"". מי שהכיר את רב אריה לוין יודע שרב אריה לוין היה מגיע ומבקר אסירים במקום הכי נמוך. מגיע לשם בכל שעה, והיה מבקש לדעת מה האסיר צריך, מה משפחתו הייתה צריכה. היה הולך ברגל מרחקים ונכנס לתוך בתי הכלא, שלא היו בשליטה שלנו, אבל היה עושה את זה כי ידע מהו המקום הנמוך שלהם ולהוציא אותם משם. אני בן לאבא שהיה פה חבר כנסת, יושב-ראש ועדה, שר לשירותי דת, מור אבי, זיכרונו לברכה, דוד אזולאי, ואני רוצה להגיד לכם שאמרתי לו פעם: אבא, אתה הולך, מבקר אסירים, מבקר חולים, מה העניין ללכת ולבקר את האסירים? הרי הם עשו את העבירה שהם עשו, תן להם. הוא אמר לי: ינון, האסיר שעבר עבירה, הוא משלם על זה עכשיו. הוא משלם לחברה על העבירה שהוא עשה, אבל המשפחה לא צריכה לשלם עוד מחיר. המחיר שהמשפחה משלמת, שהאבא לא בבית – או במקרה קיצון האימא – זה מחיר די כבד בשביל שאנחנו נמשיך ונעניש אותם עוד. זה מחיר שהוא לפעמים כבד מנשוא שיכול להיות שאותו אסיר משלם. הוא לא נמצא בבית ולא יודע עד כמה הבית שלו נהרס, עד כמה הילדים שלו – אנחנו לא יודעים לאן הם יכולים להגיע. הרצון שלנו, כשאנחנו מסתכלים ורוצים לתת את הזכויות לאסיר – זה לא בדיוק לאסיר; זה זכויות לילד, זה זכויות למשפחה, כי מגיע להם בזכות ולא בחסד להמשיך ולחיות כדי שהם לא יגיעו לאותו מקום שאבא שלהם, האסיר, הגיע. וכשהוא נמצא שם אנחנו צריכים לחייך אליו.אני גם הולך לבקר בבתי סוהר. לא פעם ולא פעמיים אני מקבל במשך השבוע שיחות טלפון מהאסירים בתוך בתי הכלא, כל אחד עם בעייתו. המקרים קורעי לב. אני שומע על משפחות שמתפרקות. היום היינו בוועדה לזכויות הילד וראינו שם אסיר שהגיע, השתחרר, רוני ברנס. הוא בא בשביל לספר, עם הבת שלו, אנג'ל ברנס. היא היום בת 21. הוא נידון ל-14 שנה, יצא בשליש. היא באה לספר את הסיפור, כאשר באו ולקחו את אבא שלה למעצר. אני מכיר את היהודי הזה. הוא היה יהודי בעל חסד גדול, ענק. יכול להיות שהוא נפל, הוא נפל ושילם את המחיר. אבל אתם יודעים מה קרה ביום אחד? הכול התמוטט: היו עיקולים, הבנקים חילטו להם את כל החשבונות, את כל הרכוש, הכול. ואז מה קורה? המשפחה מתמוטטת, המשפחה קורסת. מה קורה עם הילד? הילד בסופו של דבר מחפש איך הוא יכול להביא עוד איזה משהו קטן לבית, ולפעמים גם הוא יורד. אם בהתחלה האבא עשה את זה ממקום של עושר, הילד יכול לעשות את זה ממקום של עוני. אם אנחנו לא נדע לעצור את זה, אם אנחנו לא נתייחס לאותן משפחות של אסירים כאל חלק מהחברה, אנחנו עלולים לראות אותן בגלגל השני, והדור השלישי יגיע לאותו מקום. אנחנו לא רוצים את זה. וכשאני מבקר אסיר עם 14 ילדים או עם עשרה ילדים – לא תמיד הוא מספיק לראות אותם, כי אין לו מספיק שעות ביקור.היום אחת מהעמותות, או אולי זה אפילו רש""א, מספרת שלפעמים הילד מגיע עם ציורים שהוא צייר לאבא. ילד בא מהגן, מצייר לאבא את הציור הזה ורוצה לתת לו. הוא יודע שאבא בכלא, הוא עדיין לא יודע בדיוק לאן הוא הולך – אני מכיר גם סיפורים שסיפרו שזה מקום העבודה של האבא. הוא מגיע, אבל לפעמים עוצרים אותו רגע ולוקחים לו את הציור הזה. הוא מבחינתו בא עם הנשמה לתת לאבא שלו, אבל את הציור אבא שלו לא זכה לראות. אתם יודעים עם איזה משבר הילד הזה חוזר? אתם יודעים שכמו שהוא הגיע הוא כבר לא חוזר? אנחנו צריכים להיות שם במיוחד בשביל אותם ילדים, ובשביל אותם אסירים – שכשהם יוצאים מהכלא, שהם יצאו לעולם טוב יותר. לא פעם הם משנים את כל החברה, את הכול מסביב, כי לא נעים להם להתקבל. אני לא ממעיט בחומרת העבירה שהם עשו, ולא משנה כרגע איזו עבירה, אבל תפקידנו כחברה לעזור ולסייע להם ולקבל אותם. ועד שהם יוצאים, תפקידנו לעזור למשפחות האלה, כדי שהן לא יצטרכו שיקום לאחר הכלא. זה תפקידה של חברה.ולסיום אני רוצה להגיד לכם, השב""ס עושה עבודה טובה. יש ביקורת, וצריך להגיד אותה, ואנחנו אומרים אותה, אבל הם גם מקבלים את הביקורת. יש את רש""א, רשות שיקום האסיר, שעושים עבודה טובה; יש את האגף התורני, אתם יודעים מה האגף התורני הזה עושה? אני מחזיק פה מכתב ששלח לי אסיר, שמספר שהוא בא ובהתחלה לא ידע מהי שבת, ולאט-לאט הסבירו לו, והיום הוא למד להתגבר על התאוות שלו; לא מבחינה דתית – מבחינה מוסרית מה זה. אם אנחנו נסתכל על האסיר כבן אדם ועל המשפחה כבני אדם רגילים, אנחנו נביא אותם למקום טוב יותר, אנחנו נוכל להגיע ולחיות בעולם טוב יותר. זה תלוי בנו. לפני תקציבים, לפני הכול, קודם כול ביחס שלנו לחברה, ביחס האנושי שלנו לאותם אנשים. ואנחנו נתפלל שאותם אנשים לא יחטאו. כולנו, חס ושלום. כל בוקר אנחנו אומרים: שלא ניכשל. הקדוש ברוך הוא בעזרת השם לא יעמידנו לא לידי ניסיון ולא לידי ביזיון. קחו את זה לתשומת ליבכם, כל אחד מאיתנו. תלמדו דבר אחד, וזה מור אבי אמר לי: אתה תיגש לחלש, החזק יבוא אליך. תודה רבה.",ציון יום שיקום האסיר,
,,מיקי לוי,,"היו""ר","תודה רבה.ביציע האורחים משפחתו של גיבור ישראל השוטר אמיר ח'ורי, שעצר בגופו מחבל והציל רבים אחרים. אנחנו מכבדים אתכם, ברוכים הבאים לכנסת ישראל.חברת הכנסת עאידה תומא סלימאן, בבקשה.",ציון יום שיקום האסיר,
,,עאידה תומא סלימאן,הרשימה המשותפת,,"תודה רבה, כבוד היושב-ראש. אני רואה שהמשפחה יוצאת. הלוואי שהייתי יכולה לקוות שאמיר יהיה אחרון האנשים שמשלמים בדמם את המחיר עבור ההמשך של מעגל הדמים שכולנו חיים בו. אבל לצערנו, מאז אמיר גם הרבה אחרים שילמו בחיים שלהם, משני הצדדים.אני רוצה להתייחס לנושא של שיקום האסירים. אני חושבת שחברי חבר הכנסת ינון אזולאי הסביר באמת את החשיבות של שיקום אסירים, במיוחד כאשר אנחנו יודעים שחלק גדול מהאסירים נכנסים לסוג של מעגל שבסופו של דבר מוביל אותם לבית הסוהר. אחר כך הם גם לא מצליחים כל כך, אפילו אם הם יוצאים מבית הסוהר, לצאת ממעגל הפשע או האלימות או העבירות שבגללן הם נכנסו לשם. להפך, הם יוצאים עם יותר קשיים, עם יותר רצידיביזם וחזרה למעגל הזה. אני רואה את זה גם בעירי וגם במקומות אחרים בארץ. לצערי הרב, כמה שאנחנו רוצים – וטוב שהדיון היום מתחולל אחרי הדיון וההצבעה שהתקיימו אתמול בעניין בתי משפט קהילתיים – אני חייבת להגיד שבשני הדברים יש היום תפיסת עולם שהולכת ומשתנה, בטיפול בכל הנושא של אנשים שנלכדים לתוך מערכת כזו שנקראת מערכת הפשע, שאומרת: ענישה היא טובה והיא חייבת להתקיים, אבל בלי שיקום אמיתי, בלי סיוע לאנשים האלה כדי לצאת מהמעגל, בסופו של דבר לא רק שהם ישלמו מחיר יותר כבד אלא גם אנחנו כחברה נשלם מחיר יותר כבד – גם במעשים שהם יעשו וגם בעלויות שהם יגרמו לתקציב, אבל גם בסבל של המשפחות שלהם. אז אני חושבת שהניסיון לטפח את הגישה שדורשת שיקום, אפילו לפני הענישה, בעניין של בתי משפט קהילתיים – ואני הייתי בסיור לפני פחות מחודש בבית משפט קהילתי, ויצאתי משם באמת עם אנרגיות אחרות לגמרי כאשר ראיתי עובדת סוציאלית עם שופטת, עם פרקליטות ועם סנגוריה, כולם מתגייסים וכולם מנסים באמת לחלץ את האדם או האישה שנמצאים בתוך המעגל הזה, המעגל של לעשות עוד עבירה ועוד עבירה ועוד עבירה – יש שם הצלחות שכדאי ללמוד מהן.אבל יש אנשים שלא הגיעו ולא יגיעו לבתי משפט קהילתיים, והם מגיעים לבתי הסוהר. אני רוצה להתמקד קצת באסירים הערבים שנמצאים בבתי הסוהר, כי אנחנו יודעים שעם גל הפשיעה, שהולך ומתרחב, אם המשטרה תעשה את העבודה, יהיו עוד אנשים שייכנסו לכלא. יכול להיות שיהיו צעירים שבתחילת דרכם חטאו ועשו איזושהי טעות פה או שם. אם לא יהיו תוכניות שיקום – ואני אומרת לכם, לצערי הרב שב""ס לא מתבייש להגיד שאין תוכניות שיקום בערבית. מספר האסירים הערבים מכלל האסירים בתוך מדינת ישראל – 41% מתוך האסירים, שזה כפול מהאחוז שלנו בחברה, אבל אין אפילו תוכנית שיקום אחת בבתי הסוהר שעוברת בשפה הערבית. למה? כי אין צורך, כי כולם מדברים עברית. אני חושבת שזו תפיסה מוטעית, שזו תפיסה שלא מבינה מה זה שיקום, כולל שיקום רגשי ושיקום חברתי, אם הכול צריך להתחולל בשפה זרה. זה לא מתקבל על הדעת. לא מתקבל על הדעת שיש רק הוסטל אחד לשיקום אסירים ערבים, שנמצא בחיפה, שהייתי צריכה שנים להילחם עם רש""א כדי להשיג את התקציב כדי שהוא ימשיך לפעול.הגיע הזמן להבין שעניין שיקום האסירים – בסופו של דבר, נרצה או לא נרצה, עם כל הכעס שיש בתוכנו על הפשיעה בחברה הערבית ועל העבירות שמתחוללות בה, בסופו של דבר אלו הבנים שלנו, הם חלק מהחברה שלנו. הם יחזרו להיות חלק מהחברה. עדיף שיחזרו משוקמים, עדיף שיחזרו אנשים נורמטיביים, שלא עוברים על החוק ולא מחוללים, חס וחלילה, עוד ועוד עבירות ופגיעות באנשים שסובבים אותם, כולל המשפחות שלהם. תודה לכם, ותודה לחבר הכנסת ינון, שיזם את הדיון הזה.",ציון יום שיקום האסיר,
,,ינון אזולאי,"ש""ס",,לא. מיכל שיר יזמה.,ציון יום שיקום האסיר,
,,עאידה תומא סלימאן,הרשימה המשותפת,,"סליחה, מיכל שיר. אוי, סליחה.",ציון יום שיקום האסיר,
,,איתן גינזבורג,,"היו""ר","תודה רבה לחברת הכנסת עאידה תומא סלימאן. חברת הכנסת גבי לסקי תהיה אחרונת הדוברים. אחריה ישיב שר הרווחה והביטחון החברתי מאיר כהן. בבקשה, גברתי. שלוש דקות לרשותך.",ציון יום שיקום האסיר,
