knesset,session,speaker,party,role,text,subject,sub_subject
,,פטין מולא,הליכוד,,למה זה - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"- - זה יצוין – תיתן לי להשיב. אני הקשבתי לך בקשב רב עם אוזניים קשובות, תן לי. בהקשר זה יצוין כי קיימת פסיקה של בית המשפט העליון האומרת כי המוסדות להשכלה גבוהה אומנם ממלאים תפקיד ציבורי אך החלטותיהם בעניין קבלת התלמידים למוסדם אינן על פי דין אלא על פי החלטת מוסדותיהם, הפועלים מתוך חופש אקדמי.לפיכך אני רוצה להגיד לך, אדוני, ולספר לך שההצעה הזו, חברותיי וחברי, אין ספק שיש בה היבטים ערכיים, חברתיים, כלכליים, חינוכיים, אני לא מתווכח עם זה. העובדה היא שזה כבר מתגלגל שנים, כפי שנאמר על ידי קודמיי. לידך יושבת חברת הכנסת - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאה,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אני אסביר, אם לא תפריע לי.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אופיר אקוניס,הליכוד,,- - - סגן השר - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"לידך יושבת חברת הכנסת אמילי, שאף היא העלתה הצעה ואף היא ישבה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,נו.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"שנייה. אף היא ישבה עם השרה, ונאמר לה בצורה ברורה שיש יכולת לחשוב על נוסחה שהיא נוסחה מאפשרת, אבל, אבל זה לא יעבור בחקיקה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,זה לא יעבור בחקיקה אלא - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,מה הסיבה - - - הקואליציה - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, תנו לסגן השרה להשיב.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אופיר אקוניס,הליכוד,,"לא קואליציה–אופוזיציה, סגן השר.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר",אני חוזר - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אופיר אקוניס,הליכוד,,- - - פוליטית.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אני מסביר למה. יש לזה הרבה מאוד הסברים. אנחנו לא רוצים להגיע למצב שכל דכפין, לא משנה מה מצבו ומהר רמתו, יכול להיכנס. אנחנו יכולים להגיע לרמה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,הלוואי שכל דכפין - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,משה אבוטבול,"ש""ס",,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"שנייה אחת, אתם לא תפריעו לי.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,- - - אל תעשה את זה.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאות,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,אנחנו נגיע לרמה שהמוסדות האקדמיים שלנו - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, אנא תנו לסגן השרה להשיב.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"- - יהיו בתחתית – אם יש בעיה, שנייה, תראו - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"תראו, נמצא פה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, חברי הכנסת.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"לא. נמצא פה פרופ' יוסי שיין, שהוא איש אקדמיה ידוע, יושב-ראש הוועדה המשותפת להשכלה גבוהה. הוא יספר לכם, בין היתר, הוא יספר לכם.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאות,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אמילי, אני הזכרתי את שמך כדי שתוכלי להתייחס, לא בכדי. לכן אני אומר, חברים, לכן אני אומר ואני חוזר ואומר שלא יהיה נכון – וגם אין כאן תשובה חד-חד-ערכית, להגיד: כל מי שרוצה ייכנס לאקדמיה ואין שום מבחני סף.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,למה לא? למה לא?,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אני אומר לך למה לא. בסוף בסוף בסוף, שנייה, עולות פה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חברי הכנסת, חברת הכנסת לוי אבקסיס.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אורלי, אורלי.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","שאלת למה לא, לא כדי לנאום מהמקום. שאלת למה לא – הינה, סגן השרה עונה לך.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אורלי, בואי, אני אספר לך.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חברת הכנסת, זה לא הוגן מה שאת עושה, תני לו להשיב.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אני חוזר ואומר, אם ישנן בעיות של כסף, למשל עלות פסיכומטרי או שכר לימוד – אני אספר לך, ראש עיריית בית שמש לשעבר, שבקמפוס בן-גוריון באילת כל סטודנט שרצה ללמוד, ולא משנה מהיכן הוא היה, לא משנה, קיבל מלגת לימודים מלאה לאורך כל שנות הלימוד.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,- - - נעשה - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"למה זה קרה? היה ראש עיר חרוץ שהלך והביא כסף למלגות, וכל שנה, באילת הקטנה - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,משה אבוטבול,"ש""ס",,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר",חברי הכנסת - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"- - התגלגלו קרוב ל-2 מיליון שקל מלגות, זה דבר אחד. דבר שני - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,- - - עירייה.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","רק שנייה, רק שנייה.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,"אני ביקשתי משר האוצר - - - שלמה, אתה אומר - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","סגן השרה, רק שנייה, אני אעזור לך, רק שנייה.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,אתה אומר - - - אנחנו ביקשנו.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","אני אעצור את הזמן, חבר הכנסת מולא, חבר הכנסת מולא. רק שנייה, סגן השרה - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,אני ביקשתי משר האוצר - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חבר הכנסת מולא, הצגת את הצעת החוק בצורה רהוטה.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,"הוא אומר, יש מלגות. איזה מלגות, על מה אתה מדבר?","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","רק שנייה, עכשיו הזמן של הממשלה להשיב.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,ביקשת - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חבר הכנסת מולא, שב, בבקשה, במקומך.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאות,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","די, די, די, מספיק, די.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,שלמה קרעי,הליכוד,,אפשרות להתקבל כמו שסטודנטים מוסלמים מתקבלים.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","די, סגן השרה רוצה להשיב לך.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"אני בעד, ד""ר קרעי, אני בטוח שאתה רוצה אקדמיה שהיא איכותית, משובחת, שתצמיח תואר שלישי משובח ותצמיח - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,שלמה קרעי,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,ואתה בטח ובטח לא רוצה להגיע למצב שכל דכפין - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,שלמה קרעי,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"כן, מפני שיש לו – ולכן צריך. עכשיו, שנייה, עולות הצעות רבות בעניין. יש, למשל, הצעה שמדברת על שנה ראשונה כניסה ובחינת דברים בסוף שנה א'. יש הצעות של לתת פסיכומטרי חינם. יש כאן מגוון שלם של הצעות, ובתנאי, בתנאי, שהרמה היא רמה סבירה. הדבר החשוב מכול, תקשיב, חבר הכנסת מולא, הדבר החשוב מכול - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר",חבר הכנסת מולא.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"- - זה לתת בסוף חופש אקדמי, וכמובן להנחות את האוניברסיטאות, שיקלטו לתוכן אנשים שיכולים ללמוד, שיביאו הישגים, ולא משנה מה מעמדם, אם זה מהמגזר או מהאוכלוסייה החרדית.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חבר הכנסת מולא, חבר הכנסת מולא, סליחה, רק שנייה. איציק, איציק, שנייה.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"לכן, מאחר שמדובר פה בנושא - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","מאיר, מאיר, שנייה. חבר הכנסת מולא.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","חבר הכנסת מולא, תקשיב לי רגע. אתה תרצה להשיב, נכון? אז אל תדבר עכשיו. די, אי-אפשר ככה, אי-אפשר ככה. אתה לא יכול גם לצעוק מהצד וגם להשיב מעל הדוכן, זה בלתי נסבל.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,"בסדר, הכול בסדר.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,,סגן שרת החינוך,"לכן, חבר הכנסת אבוטבול וחבר הכנסת מולא, מאחר שמדובר בנושא שהוא נושא באמת באמת באמת ערכי-חברתי-כלכלי ואין כאן פתרון שהוא חד-חד-פאזי, עלתה כאן הצעה – ושוחחתי איתכם בשיחה מקדימה: תביאו את ההצעות שלכם לדיון שהוא דיון מקצועי, נשב בהנהלת המשרד, כמו שעשתה חברת הכנסת אמילי, ונוכל לשבת ולשוחח באמת בצורה מושכלת. חבל חבל חבל שהנושא הזה נמצא פה בדיון במקום שיהיה בדיון במקומות הנכונים, והמקומות הנכונים זה הנהלת המשרד. נשוחח עם הנהלות האוניברסיטאות, נחשוב ביחד על נוסחה שהיא נוסחה נכונה, יכול להיות שהיא אפשרית. זו הדרך כדי לאפשר למקסימום מבוגרינו – ולא משנה כרגע אם הם באים מהמגזר הערבי, היהודי, החרדי והאחר – ללמוד במוסדות להשכלה גבוהה. בל ניתן ידנו למצב שאנחנו מדרדרים את הרמה כי אנחנו שוקלים את זה רק בשיקול שהוא חד-חד-ערכי, זה פשוט לא נכון לחשוב כך. אני אומר זאת כמי שהקים. אני אומר זאת, ואני יודע מה המחירים. אני במשך שנים פיתחתי וקידמתי את קמפוס בן-גוריון באילת, ותמיד עלתה השאלה: על מה אנחנו מוותרים, על האיכות? לקבל החלטות שהן החלטות קלות?","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,הפסיכומטרי?,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,תקווה חדשה,,"לא, חס ושלום. אבל, אורלי, לכסף יש פתרונות. יש פתרונות. אפשר להחליט שנותנים מלגות, אפשר להחליט שנותנים פסיכומטרי חינם ואפשר להחליט שמקדמים.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,אורלי לוי אבקסיס,הליכוד,,אבל זה זמן.,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,מאיר יצחק הלוי,תקווה חדשה,,"אפשר ללכת על הצעה כמו של אמילי מואטי ואפשר ללכת על הצעות רבות. היום להוציא את חופש ההחלטה מהאוניברסיטאות – ואני מסיים – אם זה המצב, זו פשוט תהיה בכייה לדורות. אני חוזר ומציע לחברי הכנסת להצטרף לעמדת המשלה ולהתנגד להצעת החוק. תודה רבה.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,איתן גינזבורג,,"היו""ר","תודה רבה לסגן שרת החינוך. אני מזמין את חבר הכנסת מולא. בבקשה – תרצה להשיב. בבקשה, אדוני, שלוש דקות לרשותך.","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,"כבוד סגן השר, חבריי חברי הכנסת, אתם מושכים זמן בחוק הזה. אתה טוען שאין לכם אמון, ואתה טוען שהיו לכם מלגות באילת. מה תעשה האוכלוסייה הערבית, שאין לה מלגות ואין לה כל מיני עבודות שכך תיתן להם כסף למלגות? אתה אומר, מבחן הכנסה. אנחנו לא אומרים שתיתן גורף, לא אומרים שתיתן גורף לכל האוכלוסייה או לכל הנבחנים בפסיכומטרי; בוא נעשה לפי מבחן הכנסה – מי שיש לו הכנסה נמוכה ואין לו כסף לממן את הפסיכומטרי פעם ראשונה, שנייה ושלישית ורביעית. ואתה יודע טוב מאוד, אתה בעצמך עשית קורסים באילת וביקשת שנביא לך דרוזים מהצפון לאילת, נכון? אז איך אתה רוצה להביא בן אדם מירכא לגור באילת והוא ישלם לך שכר דירה שם, שעולה לו כסף? אני לא מבין אותך. מה אתה מדבר על הכנסות? אנחנו אמרנו וחוזרים עוד פעם, יש חברי כנסת מהקואליציה, אמילי ואחרים, שהגישו את אותה הצעת החוק. בואו נעביר את זה בטרומית. אחר כך נצרף את - - -","הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאה,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,לא. למה לא? בוא תעביר את - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאות,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,פטין מולא,הליכוד,,אז תעביר את ההצעה בטרומית בשביל להביא אותה - - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
,,קריאה,,,- - -,"הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022",(הצעת קבוצת חברי הכנסת)
