knesset,session,speaker,party,role,text,subject,sub_subject
,,צבי האוזר,,"היו""ר","תודה רבה. חבר הכנסת משה ארבל – אינו נוכח; חברת הכנסת אורלי לוי אבקסיס – אינה נוכחת. חבר הכנסת משה אבוטבול, שלוש דקות, בבקשה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,יש פה משהו שדומה לשר?,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",יש את שרת העלייה והקליטה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,"פנינה, את לא רוצה לשמוע דברים טובים? בואי, בואי תתחזקי, פנינה. העיקר, אל תפריעו לשרה להקשיב, בבקשה. זה יורד לי מהדקות. אפשר בבקשה לאפס?","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","כן, בבקשה, תתחיל.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,"כבוד היושב-ראש, כנסת נכבדה, גברתי השרה, דיברנו קודם על כך שבעצם הדבר שהכי קל, הכי קל, באמת הכי קל לשר האוצר זה להעלות את המיסים, כי הוא בעצם צריך לממן את כל ההוצאות וכל ההסכמים הקואליציוניים וכל הנורבגים וכל ה-53 מיליארד. אבל זה במקום שהוא יצטרך, איך אומרים, להשתמש בעודפים שנמצאים בתוך המערכת – וישנם באוצר. ראש הממשלה הקודם והממשלה הקודמת השאירו מיליארדים רבים, ואלה דברים ידועים, בתוך המערכת של האוצר. במקום להשתמש בזה כדי להוריד את יוקר המחיה, להוריד את מחירי הדלק, לאזן את המצב הזה, אז הכי קל לו – הכי קל לו כי זה פשוט מאוד לקחת מהכיס של כולנו, להעלות את המחירים, וכולנו סובלים. זה לא קשור רק לחרדים. אל תתבלבלו.אז אני רוצה להגיד שבנושא הזה, איך שהוא מתייחס לחרדים זה כבר פרק שונה. איך שהוא מנבל את הפה שלו על בני התורה – שילך כפרה עליהם, כן – שהם, חלילה, מעבירים את זמנם בבטלה בכולל, אז עפר לפיו, עפרא לפומיה, ככה כתוב, עפר לפומיה המטונף, לבוא לדבר ככה על אברכים, על בני תורה? זה פשוט מאוד.אני רוצה להגיד לכם, בואו נספר לכם מי הבטלן הכי גדול. הבטלן הכי גדול זה אותו אחד, שר אוצר, שידיו כבולות מלטפל בעשרות ארגונים כי הוא בהסדר של ניגוד עניינים עם המון חברים. אז בגלל זה ידיו כבולות. עם בעלי רשת פוקס, עם הראל ויזל, עם דלק, עם יוסי אבו, עם המיליארדר ארנון מילצ'ן, עם המיליארדר מרטין שלאף, ועם עוד עשרות, כמו שרון שלום וכמו אשת העסקים תמי מוזס. יש פה רשימה ארוכה. אז בקיצור, הוא מסכן, הוא לא יכול לעבוד כלל, כי בכל פעם שהוא ינסה להתחיל לעבוד עם מישהו אחד מכל אותם האנשים בסקטור הזה, אז הוא לא יכול, כי הוא בניגוד עניינים איתם. אז מה? הוא כל היום יושב בטל, שר האוצר הזה. הוא יושב בטל, ומה שנשאר לו זה רק להעלות את המיסים. זה מה שנשאר לו לעשות. אז מה הוא מדבר? מדבר. פותח את הג'ורה שלו על עולם התורה, על בני התורה, על האברכים היקרים, שמוסרים את נפשם למען עם ישראל. זה אותו הבן אדם.אני מסיים. לפני כמה ימים נפרדנו מאדם ענק, שעזב את עולם הבוהמה ואת הסרטים, ואת תוכניות הטלוויזיה, עשה מפנה ענק והלך ללמוד תורה. קוראים לאיש הזה הרב אורי זוהר זצ""ל. הוא ידע טוב מאוד מה זו נהנתנות, מה זה העולם הזה. לא היה חסר לו כלום בחיים. הוא צבר מיליונים, אבל מה עשה במיליונים האלה שהוא צבר? הלך, קנה את כל הסרטים שלו מימי העבר והשמיד אותם. הוא בחר ללכת לעולם התורה. הוא ידע שזה אמיתי, נקי. זה הופך את האדם למלאך.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",תודה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,"לכן, אני מציע לאותו אחד – ובזה אני מסיים – שהיה סך הכול שומר וסלקטור במועדונים: כדאי שתוריד את הפרופיל לפני שאתה מטנף את הפה שלך על עולם התורה. אתה לא מבין בכלכלה, ומוכיח כמה שאתה שר אוצר כושל. ביהדות אתה ודאי רחוק ומנותק.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",משפט אחרון.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,"אפילו שהגעת לכל הטישים ולכל האדמו""רים, ואכלת את כל סוגי הגפילטע פיש – –","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",חבר הכנסת אבוטבול – – –,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,– – זה עוד לא עושה אותך מבין בתורה ויהדות.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","ביקשת משפט אחרון, נכון? אז בבקשה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,אתה אפילו לא עגלה ריקה. בקושי מריצה מלאה באנטישמיות.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","חבר הכנסת, תודה רבה. סיימנו.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,"ממשלה כושלת, לכו הביתה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","תודה רבה. חבר הכנסת משה גפני. בבקשה, שלוש דקות.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה גפני,יהדות התורה,,"אדוני היושב-ראש – א. אני מודה לך שאפשרת לנו לעשות את החילופים, ואני מודה לחברי חבר הכנסת יצחק פינדרוס על ההחלפה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",על הקולגיאליות.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה גפני,יהדות התורה,,זה לא החלפה קבועה. זה רק עכשיו.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,דוד ביטן,הליכוד,,הם מאותה סיעה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,ינון אזולאי,"ש""ס",,"אם אפשר, גם למתווך.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,יצחק פינדרוס,יהדות התורה,,חשבתי שזה קבוע.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה גפני,יהדות התורה,,"לא, לא. לא קבוע. לא קבוע. מה, אתה יודע מה – אדוני היושב-ראש, אנחנו מדברים על יהודה ושומרון, על החוק, כן עושים את התקנות האלה או לא עושים את התקנות. אני רוצה להגיד לכם שאנחנו קראנו לא מזמן: ""אם בְּחֻקֹּתַי תלכו – – – ונתתי שלום בארץ ושכבתם ואין מחריד – – – ופניתי אֲלֵיכם"" – כתוב בתורה – ""והפריתי אֶתכם והרביתי אֶתכם, והקימתי את בריתי אִתכם"".באה ממשלה ומצהירה קבל עם ועולם: אין לנו חלק באלוהי ישראל. שבת – אנחנו רואים את ההתנהלות, את ההתנהגות של מה שהממשלה הזאת אומרת שהיא רוצה לעשות. לא את הכול היא יכולה. אנחנו יודעים שברוך השם, היכולות של היום לעשות מצטמצמות מאוד. היא רוצה לפגוע בטהרת הייחוס של עם ישראל, בגיור, בדברים ששמרנו עליהם מכל משמר בכל שנות גלותנו. מאז מעמד הר סיני, מאז שניתנה תורה, שמרנו על עם ישראל, שמרנו על הדברים האלה. גם כשהתפזרנו בכל הגלויות ידענו לשמור על הדברים הבסיסיים, שהם שייכים לעם ישראל. שמרנו על התורה. שמרנו על כל הנושאים הכי קדושים, הכי חשובים לנו. שמרנו עליהם מכל משמר. והממשלה הזאת, אנחנו שומעים את דובריה, את דובריה הקיצוניים בעיקר – בגלל שיש כאלה שיודעים להסתיר את זה, אבל הדוברים הקיצוניים, אנחנו שומעים את מה שהם מדברים פה; מה התוכניות שלהם; מה הם רוצים לעשות כדי לפגוע בכל הקדוש והיקר לעם ישראל.מה הפלא – ואנחנו יהודים מאמינים בני מאמינים – מה הפלא שאין להם סייעתא דשמיא? תעקבו אחרי כל מה שקרה בשבועות האחרונים; אולי כבר בחודשים האחרונים. אין דבר שקמים בבוקר ואין להם משבר חדש. פעם זה משבר עם הימין בתוך הקואליציה, פעם זה משבר עם השמאל בתוך הקואליציה. פעם זה עם היהודים, ופעם זה עם הערבים. כל פעם משבר. ואנחנו יודעים שככל שנוקפים הימים המשבר הוא יותר גדול.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",לסיכום.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה גפני,יהדות התורה,,"אין פלא, אין פלא שלמדינה הזו אין סייעתא דשמיא. ""אם בחקתי תלכו"", אם לפחות מצהירים כלפי עם ועולם ואומרים: אנחנו מדינה יהודית – דמוקרטית, אבל מדינה יהודית – ולא פוגעים בכל הדברים הקדושים והיקרים שלנו, יכול להיות שהכול היה נראה אחרת.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",תודה רבה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה גפני,יהדות התורה,,"אבל ברגע שזה מה שעושים, אדוני היושב-ראש, התוצאה היא שאנחנו ממשבר למשבר. אנחנו מתפללים ומקווים שהממשלה הזו תחלוף מן העולם, בגלל שהיא הפרה את הברית עם הקדוש ברוך הוא.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",תודה רבה. חבר הכנסת עמיחי שיקלי.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,עמיחי שיקלי,,,"כבוד היושב-ראש, חבריי חברי הכנסת. אנו עלולים לאבד את הכול, זעק – – –","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אמיר אוחנה,הליכוד,,"את הקול, בקו""ף.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,עמיחי שיקלי,,,"""את הכול"", זעק ראש הממשלה במצוקה אדירה באיגרת ביום שישי האחרון, איגרת שכולה רצף של פניקה והיסטריה אישית, המומרת בחוסר אחריות משווע לזירה הלאומית-קיומית. אגב, אפילו האויבים שלנו שמו לב לדבר הזה, ובחמאס שאבו עידוד מדבריו. עברנו מ""אני"" ל""אנחנו"" – אתה טוען, ראש הממשלה. מי אלה ""אנחנו""? אף אחד מחברי סיעתך לא שיתף את האיגרת, שכמותה לא הייתה מאז ימי הבית השני. הבשורה על פי נפתלי. שר הביטחון שלך, מבכירי אנשיך בממשלה, כלל לא שמע על קיומה. אז אם על כולנו לפעול, על כל הרוב הדומם, הציוני, איך זה שלא הצלחת לגייס למשימה אפילו לא את הדובר שלך? למה שאזרחי המדינה ילכו אחרי אדם שהלשכה שלו נסה על נפשה? שהסיעה שלו משריינת את עצמה לדעת? שהממשלה שלו שמה עליו פס?בעולם מתוקן, ראש הממשלה, לא צריך להתגנב עם צבעי פנים ומסוק ולעשות תרגילי הטעיה כדי ללכת ולנחם משפחה אבלה. בעולם מתוקן, ראש הממשלה, מאחורי ראש הממשלה יש לשכה וסיעה. בעולם מתוקן ראש ממשלה לא מתבכיין כמו ילדה בת שש על הערות מעליבות שזרקו לו כמה מפגינים באיזו הפגנה. בעולם מתוקן – – –","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אמיר אוחנה,הליכוד,,"יש לי ילדה בת שש, והיא לא מתבכיינת כך. אני חייב להגיד.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,עמיחי שיקלי,,,"בעולם מתוקן ראש הממשלה, מי שהיה מנכ""ל מועצת יש""ע לא נזכר ב-Delay של שנה לחצות את גבולות הקו הירוק ולא מכנה בפסגה מדינית חשובה את יהודה ושומרון בכינויי גנאי ירדניים. בעולם מתוקן שום איש ימין לא היה מאמץ את רטוריקת מפגיני בלפור האומללה. בעולם מתוקן ראש ממשלה וקואליציה ציונית, לכאורה, לא היה צריך לשלם שוחד שבוע אחרי שבוע, כדי להעביר חקיקה ציונית אלמנטרית כמו זו שאנחנו לפניה היום.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",תודה רבה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,עמיחי שיקלי,,,"בעולם מתוקן ראש ממשלה שהונה את ציבור בוחריו ונכשל בתפקידו כישלון מנהיגותי חרוץ, היה קם ומתפטר. תודה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","תודה רבה. חבר הכנסת דוד ביטן. בבקשה, שלוש דקות.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,דוד ביטן,הליכוד,,"כבוד היושב-ראש, כנסת נכבדה, אני באמת מתפלא על עמיחי שיקלי. מה, הוא לא יודע שבנט אוהב לכתוב ספרים שאף אחד לא קורא אותם? הוא בעצמו לא קורא אותם, מכיוון שכותבים לו אותם, אז גם את האיגרת הזאת הוא לא קרא, ואף אחד לא יקרא – – –","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,גלית דיסטל אטבריאן,הליכוד,,הוא גם לא כותב אותם.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אמיר אוחנה,הליכוד,,הוא גם לא כותב אותם.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,משה אבוטבול,"ש""ס",,עוד מעט תגיע התביעה. עוד מעט תגיע התביעה.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,דוד ביטן,הליכוד,,"שיגיש תביעה. אף אחד לא יקרא. אני רוצה להגיד לכם שהממשלה הזאת והקואליציה הזאת, אין לה מה לדאוג. מצד אחד מנסור עבאס אף פעם לא יעזוב את הקואליציה. הוא הרגיש מה זה תקציבים, מה זה חוקים, מה זה יישובים. לכן, כל מה שעושים, ישיבות על ישיבות, זה הכול הצגה אחת גדולה. מצד שני, יתר השותפים – כביכול הימנים, או השמאל, לא משנה – רוצים להאריך את משך תקופת הממשלה הזאת בכל מחיר. הם נותנים מה שהם יכולים, ועוזרים להם, לצערי הרב, בחוק הזה ראשי ערים של יהודה ושומרון.זה לא התחיל מהיום. אני מזכיר לכם את אביתר. כשהיה הנושא של אביתר, במקום ליצור מצב שיהיה פינוי בכוח – ואז הממשלה הזאת בהתחלה עוד יכלה ליפול – הם הגיעו להסכם עם בנט ושלחו פרחים לאורבך. אתם זוכרים את זה? עד היום אביתר לא קמה ולא תקום אף פעם. זאת אומרת, כל הזמן הם מסייעים להם וגם היום. הם יודעים שהסיפור הזה, של התקנות האלה, אם זה לא יעבור היום – וזה לא יעבור היום, בעזרת השם – בסופו של עניין יעברו עוד שבועיים, עוד שלושה, או כשאנחנו נחזור לשלטון, בסופו של דבר זה לא יפגע ביהודה ושומרון. אבל לא, הם חייבים לשתף פעולה וללחוץ על הליכוד וגם על דעת הקהל, להראות שאנחנו נגד יהודה ושומרון.אנחנו הליכוד, יחד עם עוד אנשים, עשינו את כל מה שאנחנו יכולים למען יהודה ושומרון. אם היום יש שם מאות אלפים, זה בגללנו. כולם חרדים לעניין הזה, אוי ואבוי מה יקרה. ואני אומר לכם, לא יקרה שום דבר. כמו שהיה עם חוק האזרחות, שלא היה, ובסוף הסכמנו לאיזושהי פשרה אחרי חצי שנה. אף אחד לא נפגע מהעניין הזה. ואני אומר לכם, לא ניבהל בכלל מהעניין הזה, כשאנחנו נעשה את מה שצריך היום.ואני אומר לאנשי הימין, כולל היושב-ראש שמנהל את הישיבה הזאת: הגיע הזמן שתסתכלו ימינה, כמו שאומרים בצבא, כשהיינו, ""לימין שור"". לשם תסתכלו. מספיק להחזיק את השלטון בכוח, להחזיק את קרנות המזבח באופן כזה שלא מוכנים לוותר. אתם רואים שהממשלה הזאת לא מתפקדת. אתם רואים שאתם תלויים ברשימה המשותפת ובמנסור עבאס; אתם רואים שאתם לא יכולים להעביר שום דבר אם זה לא עובר דרכם. לאן אתם רוצים להגיע? אני זוכר שאתה התנגדת לשיתוף פעולה עם הרשימה המשותפת כשהיה גנץ בממשלה אחרת, או בקואליציה אחרת. הגיע הזמן שתחזרו ותסתכלו ימינה ותהיו ימניים באמת. תודה רבה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","תודה רבה. חברת הכנסת גלית דיסטל אטבריאן. שלוש דקות, גברתי, בבקשה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,גלית דיסטל אטבריאן,הליכוד,,"תודה רבה. אדוני היושב-ראש, יצא לי לקרוא המון דאגה מצד החברים היקרים בשמאל, שברגע שאנחנו נחזור לשלטון גם הדמוקרטיה תהיה בסכנה וגם שלטון החוק יהיה בסכנה, ואני רוצה להרגיע ולומר שלמדתי את השמאל ואת התנהלותו בשנה החולפת. אני תלמידה טובה. הבנתי איך נראה שלטון חוק ואיך נראית דמוקרטיה. אני מתכוונת ליישם, ואני מבטיחה שנעשה את הדברים הבאים תוך כדי למידה מכם.אז נתחיל בזה ששרה נתניהו תקבל תוכנית בתאגיד, בדיוק כמו שגאולה אבן סער מקבלת, אגב, על חשבונכם, רק שלשרה נתניהו יהיה טיפה יותר רייטינג מ-1.8% שיש לגאולה. ארמון בקיסריה לביבי נתניהו עם בטון מוחלק, מרתף מפנק והמון ריהוט, בכרטיס אשראי פתוח על חשבון משלם המיסים, כי כך נראית הדמוקרטיה וכך נראה שלטון החוק. בעלה של אחותי, כפרה עליה, עירית – יש לה בעל מוכשר מאוד, קוראים לו בני – הוא יהפוך לדירקטור בקק""ל בדיוק כמו הגיסה של לפיד, אילאיל, כי גם אצלנו הכישרון עובר במשפחה וכך נראית דמוקרטיה וכך נראה שלטון החוק.ייצוג בוועדות: דוד ביטן ישב בוועדות ויצביע עם עצמו, יסכים עם עצמו ויצביע עם עצמו פה אחד. תת-ייצוג לשמאל בוועדות, כי כך נראה שלטון החוק וכך נראית השמירה על דמוקרטיה. גלי צה""ל תהפוך להיות הבית של החיילים ושל הליכוד. שר הביטחון מטעם הליכוד – דודי אמסלם, אולי, אמיר אוחנה? מישהו מכם ייקח על עצמו את גלי צה""ל, יפטר לאלתר את כל המגישים הבלתי-ביביסטים, כמו שעשו לברדוגו ואיבגי, והבית שלנו יהפוך להיות הבית של החיילים. כל חבר כנסת שיעשה בעיות, ננסה לשחד ונשלח כקונסול לסין, ליפן, אולי אפילו לסינגפור. כך נראה שלטון דמוקרטי וכך נראית שמירה על החוק. 53 מיליארד לחרדים, מי רוצה ראשון? פעם ראשונה, פעם שנייה, קניתי. כל ח""כ חרדי שירצה עוד תוספת יקבל, האשראי פתוח. ייעוץ משפטי. מי ידע? מי ידע ששמירת החוק והדמוקרטיה זה שייעוץ משפטי כבר לא מחייב? אפשר לגרוס את זה, כמו ששטרן אוהב. כך נראית שמירה על החוק וכך נראית דמוקרטיה.והכי חשוב, נפתח בחקירות בניגוד לחוק-יסוד. נענה עדים, נפליל, נמציא עבירה תקדימית שלא הייתה קיימת מעולם, כי פרקליטות שנועדה לחסל יריבים פוליטיים של הימין זה שמירה על החוק וזוהי דמוקרטיה.אני – תודה רבה. באמת, מודה לשמאל הנכבד שלימד אותי היטב איך נראית שמירה על הדמוקרטיה. מבטיחה לשמור עליה לא פחות מכם. תודה.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","תודה רבה. חבר הכנסת דוד אמסלם – אינו נוכח. חבר הכנסת אחמד טיבי, בבקשה, שלוש דקות עומדות לרשותך.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אחמד טיבי,הרשימה המשותפת,,"תודה רבה. כבוד היושב-ראש, רבותיי חברי הכנסת, האמת, לא תיארתי לעצמי שנגיע למצב שעל חוק שמקבע שתי מערכות חוק, אחת לישראלים המתנחלים ואחת לפלסטינים תחת כיבוש, יהיה ויכוח בין אנשים שהיו במחנה השמאל ותמיד דיברו נגד אפרטהייד, בין ערבים לערבים, ח""כים ערבים לערבים, פלסטינים. כי כאשר יש החלת החוק הישראלי, הדין הפלילי, על מתנחלים ישראלים בשטחים הכבושים יוצרים שתי מערכות חוק, אחת למתנחלים ואחת לפלסטינים. דין פלילי אזרחי, בית משפט אזרחי. למשל, מתנחל מחברון שביצע עבירה יישפט בבית דין אזרחי ישראלי. השכן שלו הפלסטיני יילקח לבית דין צבאי. זה נקרא אפרטהייד, שתי מערכות חוק. זאת ההגדרה, אין בלתה.שמעתי אנשים מהקואליציה שמתקשים. מה הקושי? מה הוויכוח? מה המחשבה השנייה? אני רוצה לומר לכם שאני גאה שבסיעת הרשימה המשותפת לקח לנו 20 שניות להחליט, ואני כועס על בזבוז הזמן. אנחנו נגד. 20 שניות לקח, למה כל כך הרבה זמן?בנוסף, אני שומע – כמה זמן יש לי?","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר","אדוני, אכן היה פה – – –","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אחמד טיבי,הרשימה המשותפת,,"שתי מערכות זמן, שתי מערכות זמן.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",יש לך 57 שניות.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,אחמד טיבי,הרשימה המשותפת,,"שתי מערכות זמן היו. שים לב, עכשיו זה 3:52.","הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
,,צבי האוזר,,"היו""ר",אז עד שלוש יש לך.,"הצעת חוק להארכת תוקפן של תקנות שעת חירום (יהודה והשומרון – שיפוט בעבירות ועזרה משפטית), התשפ""ב–2022",(קריאה ראשונה)
